mbid,bpm,key,scale,danceability,mood_happy,genre_ab
005c5c6d-2c60-44f4-819f-aba113e79a56,,,,,,
bb5fc7c3-f05f-4608-bb20-947e7e69ac59,,,,,,
9b8c22e6-9a28-42a9-83db-dd79966581f5,,,,,,
1b387639-792c-436a-8667-62a57ded9a16,,,,,,
512db76e-1103-4825-92f7-5f4fa57bff31,,,,,,
0216d3f1-4353-4739-a133-b3377bd76b02,,,,,,
00d70869-a1c5-3f19-9290-b1bc43614128,,,,,,
07a82148-4c13-3954-aaae-418343579478,,,,,,
0075a04f-2e69-3a77-b989-2cf91faaf2a9,,,,,,
66e83b79-e3f3-405a-905a-983012541bc7,,,,,,
2022eb60-8f11-4e43-bfa1-bda62fca5d82,120.001876831,C#,minor,0.974523663521,0.815014243126,electronic
3c6e6342-b195-3fd6-a064-762276f15f93,,,,,,
0dc4e85f-e773-41fb-a4a0-9880d67a359d,,,,,,
bde23871-9444-3d28-802b-6821e2cb0a74,,,,,,
6f33dc05-cdc0-4a2f-8039-e8fed082eec6,,,,,,
06bae3ba-6f7e-42c8-8320-573540211c9c,,,,,,
e853141a-5724-44f8-8a51-0d6a8db16ca6,,,,,,
31f81ed3-432f-415b-8c7b-2822a61c8c42,,,,,,
075ea2ed-37be-4dad-8e1b-07e0764bcc45,,,,,,
01c4e6c7-463e-49f1-81d0-5584b0a9e2c1,,,,,,
03602a9a-c7c5-3198-ac25-c57255eb32ef,,,,,,
0256a028-8ab0-39aa-bab7-8a695a9cdf48,,,,,,
157159ec-3e9d-4c7d-9a82-7599656832cf,,,,,,
00977324-b809-4d03-940c-e403b3ac673d,,,,,,
1cbb20bd-f00f-434e-81a9-01d9d3d39dae,,,,,,
0c73565f-a0fb-4e76-99ca-e9ddab9c8395,156.028289795,G#,major,0.999999344349,0.935586512089,electronic
0157fd48-a126-4af1-ad1f-4fbb37911b90,,,,,,
008fadeb-8e8d-3c21-b6b0-54e22d71dee5,,,,,,
00e3f873-0217-4a68-bbfd-563fcb0a0a26,,,,,,
07ee756f-27dd-4c93-b3c0-808bef05dbc8,,,,,,
7424b1d1-09d8-4578-afd6-44d3e6bd4fe3,,,,,,
09518d67-0332-3ccc-8777-5fc82e9245bb,142.037521362,F,major,0.879609286785,0.821759879589,electronic
007d946c-e84e-3c48-9529-76c41b1f8869,,,,,,
0fdc4b7b-6e3e-32f6-b34b-d6e5857d267c,,,,,,
006eb192-0a7d-4695-9c1f-cf419554a7e8,,,,,,
4ca68043-cffc-455a-90ca-3ab2f6ae78e7,147.01625061,B,minor,0.99951082468,0.525931060314,electronic
0075e93f-08c1-3ee3-9637-d575f356bed2,,,,,,
0685c524-c720-4b67-9b0c-2b0de08c310d,,,,,,
01e8b9b0-5b37-41f6-9b6e-5054f3f24326,147.003982544,F,major,0.993717670441,0.893581807613,electronic
0b70d703-4ab0-3de2-a2db-d10ebadeb180,,,,,,
006cfafd-d04e-43d9-bfd7-14d69f83ee27,,,,,,
006d2114-2135-4c76-bc82-2aa40a6060b2,,,,,,
4d037b0c-bd99-4352-8fb7-43993597f109,,,,,,
0629761d-8958-44ae-9f2a-bf9b9c26d122,,,,,,
009dd53b-1a79-31cb-ac14-c07511a1b98f,,,,,,
0133bcda-6749-472d-9a3b-1edb0234c980,,,,,,
06f9d23b-664a-4e98-ace9-edc6c8a3fe48,,,,,,
590cccf1-0349-4202-97e2-7e135dace66f,,,,,,
02402415-e7a0-3afa-bc07-3830ce6feec8,,,,,,
17dec5a8-22d8-301d-b824-6b52206b213c,,,,,,
03eb1569-c8d1-3516-ac36-3317e0d01cea,,,,,,
23ee7306-35ef-4553-825e-138d027e1934,,,,,,
023ac046-2412-4552-9758-13d7f5c1e0f2,,,,,,
035c56e5-8b5c-420d-948d-1a5169342291,,,,,,
2ee2fa48-8143-4b7f-96bb-8696d2010f5a,,,,,,
00814269-b88d-4999-980c-31f735cc0e82,112.96006012,D#,major,3.00000096379e-14,0.274630635977,electronic
11b473fa-05c8-3693-9f81-2127084060cd,,,,,,
11c63129-46f1-44a0-ad45-b595c718c2e4,,,,,,
0327a2da-464a-4547-9f83-8b9c921ba5fa,,,,,,
02658fd2-ba20-4959-8ff7-30e8dcb97a83,150.158004761,A#,major,0.66397023201,0.0989056900144,electronic
22db1b06-b2f6-3d76-a768-c262ce52defc,,,,,,
2246bdda-61ef-43b3-803d-0c88f5e63179,,,,,,
07520230-5b9d-3fba-865f-4f651c736f1d,,,,,,
00101459-b63c-307f-9ca4-6fb4ff667ec6,,,,,,
06eb6b93-800f-435b-a948-9a03dd9acfa9,,,,,,
01de644b-448d-4aac-ba09-5c6bdc1bd8c1,,,,,,
03a4f65b-c8ad-3cf2-b5a1-fa762f5002f2,,,,,,
61cc14ca-ee7b-48fa-a134-b977cd699869,,,,,,
21f68431-568f-3cf3-b0fe-39e64ebfb3eb,,,,,,
ff48c618-1c3b-47cb-a05c-a7a5e91a5a34,,,,,,
b503cb6f-ef3b-4e5e-8237-37f22810f484,,,,,,
1083d654-7d7d-4865-a2af-2d43ecc1d290,,,,,,
38e766aa-9641-3f27-accb-45ba9803daec,,,,,,
4ec72ba4-5737-38ae-9152-865903effc2a,,,,,,
fadbe78b-7421-46da-802a-f72d139ea15f,114.967582703,A#,major,0.0279022008181,0.447678655386,electronic
01ea2f70-1f0a-4c78-b570-d373237fada4,,,,,,
263edc8d-5272-4739-8f81-b996720526d4,,,,,,
042f1485-2fc8-4208-ad80-33e62afb1915,,,,,,
04151115-0c57-3c8b-9647-57a7608cb407,,,,,,
252b928a-c1cf-4712-be30-109ca79ced93,,,,,,
0064f50c-8a1e-4ee5-b1c0-8f9197745dc8,,,,,,
046d5996-62ee-3662-ab53-910859da1eb6,,,,,,
0cb6d5bf-13a9-377c-bec1-eed3a111c3f1,,,,,,
0281927a-21d3-4d8e-bd7f-941a68ecb2c2,,,,,,
0182c280-e4fc-3361-982f-556fc721a765,,,,,,
510a2e74-0c49-41d6-b286-30fa4e33cb80,,,,,,
e356a034-f31d-436d-a6f5-fb0a15249add,,,,,,
2ad66d03-48a1-47c8-916a-962f9a92c00f,,,,,,
22c15a06-50f0-46c9-9632-115cc6c1279e,,,,,,
00586963-0545-3a1e-8fa9-d21ebfbdb9f6,,,,,,
5f3326e0-d506-4689-842b-a23a20f04d53,129.823867798,A#,minor,0.999665975571,0.102430902421,electronic
03b6331d-6930-3865-a496-93e443658ff2,,,,,,
6de07e5e-93a5-4576-9fbb-46f70a6dfcf6,,,,,,
17d39f5b-7b59-36ba-99fa-bd92f9234d67,,,,,,
0222d74f-a90b-42a5-a41c-8e14c61efcf0,,,,,,
2f769ec2-58ca-4e53-b5c1-9f33665c6a9c,,,,,,
015bc68f-1f86-4dba-9d34-adf97119a008,,,,,,
f7e1bff0-1bcd-49f9-afba-30530950466c,,,,,,
368fc35f-044f-4d1f-9d12-e9fe70924f7f,,,,,,
46baa853-a220-4a49-994a-95dd04950baf,,,,,,
0e2497c3-70e3-48c5-8c95-e2518969dc92,,,,,,
04ccddfa-c921-4996-bc25-246363a49341,,,,,,
0084f4f9-0500-34ed-be86-45b1b37f85a6,,,,,,
00d4b70e-3a1f-4bb9-bfaa-bc4fda406b03,,,,,,
a8b94031-7233-485c-a291-ffd35b6df547,84.9875335693,A,minor,0.999532282352,0.0458196438849,electronic
00da6f96-c591-4e47-be36-fa34908e911d,,,,,,
1425b228-4705-4d3a-bc9c-aca5710a864f,,,,,,
175ecb51-e29a-3e7c-b04c-e3de200384f5,,,,,,
115a01bf-dae2-39a2-8377-8bc599ae483d,,,,,,
298a594f-d201-41c3-a9a6-9e362d5c5c03,,,,,,
01b441d1-3569-42af-a62c-14ac846664a8,,,,,,
02df1b19-1f1d-4f77-8d92-199351e119f6,,,,,,
6e3f3ea1-ff36-455f-a7fb-f9aa2ea12364,,,,,,
3315c22d-949a-44bb-ac3d-f7276bcbef5e,,,,,,
001e1d10-3b26-3388-b1a1-ec8cd8305733,,,,,,
0ccb4e34-c680-425a-8af5-4f8f8a53642c,,,,,,
15a9edaf-4060-4f64-843c-251fb1c393ce,,,,,,
0591dd37-c71e-35de-83a3-0daa215aba9c,,,,,,
2bb2f2cc-937a-42f4-bedf-c03eaa88026f,,,,,,
01b13276-2f74-30c9-86e5-b19da8e6da19,,,,,,
055870c3-9a21-4aa2-a72f-2fbcb6e923af,,,,,,
2cb17286-6e2c-4bbf-9f03-8be0b6217555,,,,,,
0067ff1d-b371-4b9b-9dbf-7d3a1b6cba08,,,,,,
02136d79-89e4-32ab-833d-bb76c569361f,,,,,,
0c155bc3-53b0-4255-aab4-c8f154f9e599,,,,,,
3c95fd44-e06d-432c-ab47-44599dddde2d,,,,,,
2924d4b6-f74b-47a8-a2bf-991c83acabeb,,,,,,
4292b387-040f-44ae-80ed-2dbb74230183,,,,,,
003efe7e-4734-35e1-86fd-b54f94284421,,,,,,
0ba8a1fb-21a2-4cc1-a19d-98f2cbb96cdd,,,,,,
7272ef10-3adf-4c2d-9fd5-6f3445564b97,,,,,,
648da0a0-5838-37ea-8aa7-9fdedd2da7b9,,,,,,
26077fb4-6e25-4b09-8d1a-471914f21694,,,,,,
00b66300-79b4-4fe7-bdc2-bf1e8fb667d6,,,,,,
01b90ee9-1ead-48a7-ad4b-8e4bd6a256d5,,,,,,
05ed8555-026c-4a3e-8cd8-43cb65c41619,,,,,,
8b39e62e-1e4e-3045-ab39-7adcf4984443,,,,,,
6b25b62d-d84b-4a09-be63-9f08f050631f,,,,,,
08da60d3-b3ea-4cea-abe3-1be9172d9275,,,,,,
8062d64c-9b7c-40b1-bfbc-4f799386f26d,,,,,,
004a4829-ac45-3ada-9df3-e94dd7c7a32b,,,,,,
0b1cb83a-837e-4e88-92c3-bbe259fa9221,,,,,,
46f7a356-d389-4725-bc0c-f31700d58bf3,,,,,,
0d006046-df35-4cc9-9c7a-bacb8e31ec8e,,,,,,
2eeb3a70-b814-42df-a090-5b6cdffb7e5d,,,,,,
0468fa6a-644e-3e24-846f-f27dab887db8,,,,,,
7624a6ca-42e5-4949-844e-4338e7734712,,,,,,
039a81f4-c4b7-3104-b927-67f103013071,,,,,,
549bbde2-a84a-43b2-a6fa-a0a0baaffb7e,,,,,,
00352978-6080-41f5-976c-83bb9fa38701,,,,,,
a1b9f47b-7f92-4620-94e3-1ab346bdabe7,,,,,,
0139d971-a129-405a-9641-df48508f83eb,,,,,,
0029afae-9cc8-413e-93d4-73584070ad8a,,,,,,
03d8410e-962a-3bdc-9ef9-3955a7c4ca83,,,,,,
01487303-929f-4b44-8112-896274a00ce5,,,,,,
021fd25a-99c6-4ec7-8f41-8585ad3ab1e1,,,,,,
33c8bc34-c708-4a3e-b1b6-58dc462a3e2d,112.004013062,A#,minor,0.999998986721,0.217575758696,electronic
18a8ba9a-755e-409b-9177-24eb75186b98,,,,,,
ffbf7862-2476-4164-ac32-f5904ccefe0f,,,,,,
053dc596-09d2-33e4-ad5b-d376816e8574,,,,,,
e25ca8cd-e4dc-4d59-9cd3-a0a8141df5e7,99.974319458,C,minor,0.16328817606,0.0341559648514,electronic
03d83043-c05e-4441-82f2-8377ebe16149,,,,,,
0b9fa36c-c2b9-4367-8f61-c3a12c6783ce,,,,,,
030b8338-0d67-454d-8b8c-528fddca420c,,,,,,
0aa33ec4-fc28-392f-9bbd-df2897abbaac,,,,,,
000175a4-324c-44d9-8ade-5f024a6b85d1,,,,,,
0ad4aa8a-2b57-4cc3-b98f-5cdffdf6fff4,,,,,,
0e47d15a-c49b-423e-9ab8-6e71806d0ecd,,,,,,
0bd5692d-92fa-43a4-a190-0f7837d5c7ca,,,,,,
d89c8e16-a043-4c58-8752-727fd1fcca39,,,,,,
02e5fded-7ca8-4cf4-a121-8d89a6ee13b7,,,,,,
0574da72-5d37-4d70-9b4e-cde26d15584d,,,,,,
7f159871-a047-4101-aa81-4d77d1062293,,,,,,
30e60c51-44a3-31f0-b6a9-3198f5a875f7,,,,,,
0077aecd-761d-354f-823a-0f4e01ea2874,,,,,,
006949c9-fe19-4073-bc7f-bb61831b72d5,,,,,,
fd112f6a-917a-4b50-8a6c-4aff23b82592,,,,,,
00734dfa-a187-3b54-ad65-0d8e8694edfe,,,,,,
026423f8-cbf2-4465-a2f3-06ce4a08e6ac,,,,,,
18c564d4-19e4-4598-b896-e3e697da5f2c,163.517410278,F#,minor,0.352537035942,0.134633034468,electronic
0dfd7033-c27e-3998-8431-cc4f9af02787,,,,,,
20c3f665-c88a-44e8-8e06-1a135dcf2424,,,,,,
ca80a201-f1a2-426a-bdec-15d78c7756a4,,,,,,
0cfc5993-4cfb-4b71-b511-ff5bdec917a4,,,,,,
01218288-d146-4071-836d-5c9240a4c494,,,,,,
018cf6bf-54f2-3132-8d0b-766e12288274,,,,,,
25bc454d-6f48-4967-b6e2-a4bf3ca05120,,,,,,
2a4d5858-3937-4b6a-b120-9d71a12dc7dc,,,,,,
178bcbd9-9b7c-43ac-bab4-6c720020d6f8,,,,,,
00cd5bee-1087-3443-9a0c-a601dc83f600,123.300346375,E,minor,0.0364817790687,0.378597080708,electronic
09f085c5-2f15-3cdd-9cea-b65e5e8c67f5,,,,,,
0011a987-9741-4e2f-880f-44c297fd06f3,,,,,,
0614244f-1b86-4ee6-8a90-41b0673937ff,,,,,,
076c72d6-2493-4b3b-af82-775902556ab7,,,,,,
19439231-e68f-38da-9b9c-af8bdd8948c3,,,,,,
1ec52bd9-8b6d-453b-9190-404b81cc4375,,,,,,
1475472c-7985-4692-a63d-f9a34ce4e769,,,,,,
015af97b-10be-44fa-81eb-e124dbe3caa6,,,,,,
0a1ee416-3b05-4dd0-938f-14ea5e2f70bb,,,,,,
47bdb67a-f527-3b87-a57c-3781d9989afa,,,,,,
0c8ceddf-2f88-39fd-9c99-add298a637ad,,,,,,
34b55a0c-850a-458e-8727-9f04bfe59e89,,,,,,
0694fc8e-b6bf-3260-9589-908f379fc7e6,,,,,,
dedf7857-5aed-4540-9872-1865ed174f2e,,,,,,
051e5373-944f-4715-9268-2b7896254578,,,,,,
240518c1-b77d-487e-a029-3f675bf81250,,,,,,
1bae7da9-40aa-4c56-969d-3ac33bf631c5,,,,,,
316274e2-6043-41c3-97dd-0f570822b319,,,,,,
2cff2f72-8382-4aea-8369-8a55bb0a974b,,,,,,
054014c3-a384-44e5-9e8e-bbeb1b058285,,,,,,
19c3dbbc-d153-4c43-97c4-13440fc812b6,,,,,,
2889543e-b12c-309b-880f-22ba8a60ce6f,,,,,,
6e79425c-4705-4a1f-a5fa-4a5d08aa8eb8,,,,,,
02f81a61-2ecd-4a66-9fe3-e11340e094a7,,,,,,
0bd0f0dd-76e9-3179-9c9f-0bf3a7712cf2,,,,,,
1a352847-0d97-49fc-bf9a-01f08b38dead,,,,,,
0138d678-98b0-45ee-a6ed-269995b53203,,,,,,
0425bdeb-c087-3e8c-be08-fb082d7e170f,,,,,,
4c486112-80e4-4896-abff-f7a5d552c435,,,,,,
01172cbd-011f-4b8a-a80a-2d9148639371,,,,,,
fbbf4169-bc8c-4a60-91b2-7a3db0069d1b,,,,,,
00f313c6-b205-4ee6-9f7a-0bcc0217a888,,,,,,
1aa495c3-21b7-329b-ba6e-a0c29cab46eb,,,,,,
05f4a9d4-501b-34d8-9aae-4b8ddf3c44f6,,,,,,
23b67f74-11c0-3092-ae5d-85b0c7dbddc4,,,,,,
1d565de7-abc2-4146-b10c-a7584888447d,119.960517883,F,major,0.0849016308784,0.370292276144,folkcountry
00fb1156-7159-452e-8dac-cde70b45261f,,,,,,
1ff32c9e-f47e-3290-8c81-4701538b78c4,,,,,,
01c7c8a7-5ed2-4408-8816-9030a0c18ff5,,,,,,
0226c0bf-2c99-42ab-8754-edc4001aecaa,,,,,,
16882af5-f90f-4788-ad09-c7469821ebd8,,,,,,
00d030d1-2e67-4c03-87ab-7e03768b2916,,,,,,
37907edc-06c1-4d08-b2ef-7e5221986f91,,,,,,
28b90a4f-a99d-41bf-a1c1-d8d3cc518012,,,,,,
00b54fdb-4d24-4cb4-81f6-ddfcfe329c55,,,,,,
09a41b6a-181d-4fb7-bfcc-585a20f41195,,,,,,
1fa5ec81-961e-3a9e-bf18-46b03eaadd10,,,,,,
31ddccb8-870a-408a-b514-caee7229b37e,,,,,,
005b425c-8539-42ec-ae9c-efb8a99f4227,,,,,,
502c5a8d-c302-45e3-b5aa-ca7947cf7625,,,,,,
040ebea0-ffdb-4902-af7e-7521461defb4,,,,,,
7fe1d9e7-2aca-4f83-b349-88bc9d3b0e88,,,,,,
0cecc75b-50d7-3465-a834-6fb9b3201887,,,,,,
11c970ba-ef6f-3a03-afd4-bb0456527d75,,,,,,
2eb87e58-fe25-4b82-8ecf-55cd6a94a1db,,,,,,
04365230-480f-38ee-936b-7beb8ac1f395,,,,,,
32e439a1-6408-3056-b7ea-69a676ff364c,,,,,,
1332fe94-5a1f-42c0-b1de-31de55627e6e,,,,,,
043b0945-e69c-42fc-adb1-709c21b10c41,,,,,,
02251981-33fa-4249-9724-2a87293586c4,,,,,,
2b8f6fb1-3ba1-4609-9c88-6c40e0cdb57e,,,,,,
62cabe70-9c46-4d9a-899c-91c361b679d8,,,,,,
00a3a4a6-b9b0-3f98-b915-c96105c57995,,,,,,
019eb482-e502-4572-ac5c-25a778d0715c,,,,,,
bea181e4-a688-4b0f-aeca-483e69e315a5,,,,,,
4d9c56c5-588d-4afe-a59b-4448d272bb5e,,,,,,
006c58f4-bf0b-3650-b3d0-56d35ba78b5d,,,,,,
021eeff6-4680-46dc-bf5b-3271b3a713f5,,,,,,
0054a8a2-9c07-321e-b008-945f8d8c687c,,,,,,
6dfdfc61-89ff-451a-a5e9-5319065beae7,,,,,,
003416ef-a7a4-4b62-a1c7-a02b6eeef29a,,,,,,
22431d19-2308-40cd-a597-eb17aeca027c,,,,,,
805e37a5-a4af-4c5e-8d77-5dd41b907d97,,,,,,
023749f8-5b64-3dd8-85b1-e5396fe0817a,,,,,,
85a66da6-145d-47c7-ad5c-e4cd8273fe08,,,,,,
0243a775-3cf7-4608-9f39-5b827241e743,,,,,,
06d52ea6-cfb6-36fd-9ad0-6f266243cb72,,,,,,
01b9b90a-c893-3c94-acdc-86e5d04dd243,,,,,,
f8a733e8-752c-4600-b8af-03a09bed0495,,,,,,
08b12508-c822-480e-9e18-1a5de705e4e1,,,,,,
0c1d28e3-fb8e-3f6e-bd95-c4bee7c8594c,,,,,,
012136e5-ef23-4e95-85ce-c35755a53e16,,,,,,
1695f75c-41b4-4b81-b7a2-e56fdc9ffe8e,,,,,,
9e577af2-d46a-4386-8225-8ce87bee39fa,,,,,,
711e7d21-9e24-481d-9fb2-b9ff2b7c966d,,,,,,
07677921-86aa-48c7-b81d-b26b37876a0e,,,,,,
18008acc-80ba-3b80-93c3-8f94eac9ecd7,,,,,,
0fe5e18a-c50f-312b-8c72-af6fded679bf,,,,,,
a978947c-02a9-4016-8355-1248b60c0515,,,,,,
80e9629b-659d-4544-9599-b098372f965c,,,,,,
027804e7-302a-47ee-a880-fa7436a923b6,,,,,,
03c0ebf9-9eff-4e51-b0a7-94e3659b4d9a,,,,,,
0cc75068-5de4-4b4e-872a-410c193db4ed,91.9174346924,A#,minor,3.00000096379e-14,0.231680855155,electronic
0d3bb098-05f8-4796-9d1d-56a55216a368,,,,,,
02794d5a-1971-3a52-8e1c-ad22ba4e55ac,,,,,,
04b43876-24f1-359e-8f32-e3506f478d26,,,,,,
449b6c10-9dae-4b6a-9af7-27a31507393a,,,,,,
1bd6e841-b1a5-4afd-8a45-d092369af805,,,,,,
02ee8f0e-4c2a-410b-8047-a8e57517fdcf,112.941009521,E,minor,0.999318897724,0.387925565243,electronic
00b08422-6c82-4286-856e-ae04fadea5eb,151.072647095,A,minor,0.0153144625947,0.123168967664,electronic
b8f27020-a8a6-4e6e-b12c-7dfe2ac55ebb,,,,,,
05442192-476e-3413-a25c-144f168c6c34,,,,,,
1e98e006-c2cb-4299-90ae-6154c6d96ae9,,,,,,
141aeea0-eb7c-4ce7-9b7a-aa2707f0eeb8,,,,,,
00952329-a15e-3936-85c3-856193575fbb,,,,,,
2b0d84f3-70ab-4de3-9996-c05d2cc806a5,,,,,,
0023a2f8-e335-4a86-a597-2b345eec86fa,,,,,,
a9094991-8166-396c-8a3c-b6678ade4a8b,,,,,,
0a5f0cff-87ab-4af2-bc5c-00b2c438140d,,,,,,
04f8a2d4-9b37-34d2-8358-4d41dd7b048a,,,,,,
57162df9-b38f-4371-a25a-18d291819aab,,,,,,
48a4455c-730e-432e-b599-67d0a646e7b4,,,,,,
035f2a4c-296d-4abc-ac23-152c9e91fc10,,,,,,
056a700b-17f6-3ce5-b638-dcfda2ab7e23,,,,,,
03f30cb0-1196-4a83-9534-b64b59507165,,,,,,
3e4ee6d3-77e2-4a87-aa9e-341acf420bc1,,,,,,
0856446a-06d6-3929-b4ee-6a6a37d452fb,,,,,,
18dc0c76-3dd8-4fb0-833c-8fd85cb12843,,,,,,
4f6b9ac1-a857-48d5-8c16-9fabc0339b8d,,,,,,
19890225-0d0f-49cb-86cd-31c3ff911258,,,,,,
0a42bd22-6bf7-328b-bfe1-5f02fc10bd40,,,,,,
03abf3fc-b5df-4768-a198-db848e7303ef,151.673629761,D#,major,0.999999880791,0.331599980593,electronic
00f8891c-2f56-4e4d-ab11-0bc42971e790,,,,,,
006072db-7734-4cba-bfbc-14d57e665504,,,,,,
54d441f1-934f-4933-bcd9-041fa7b36304,,,,,,
0960c809-ea38-36ce-982d-da8a1a47b4f2,,,,,,
03866c6a-a139-3de4-a8aa-2b34497a60be,,,,,,
01870d0a-00c6-4364-8cb9-bc6fed77793e,,,,,,
23f0453b-dc68-3723-9239-7a62f8961f58,,,,,,
df097942-7be0-42d4-9ee1-a4d79ef61ad3,,,,,,
d133dc38-8b6d-49fb-a2b1-b1192dc25a53,,,,,,
253de6d8-f461-4e2c-a6a2-6224305b40e8,,,,,,
0a90854e-6735-4242-89d7-5c33cf36cb01,,,,,,
1cb0d566-a7f7-3334-8304-b1dbc578b130,,,,,,
27965a75-4a7e-47a7-a693-55303fef59be,,,,,,
905fe05b-d592-4ddc-96e7-be76522ab0fb,,,,,,
38c9d6c4-11ba-45dd-9ca6-6b9f756478e4,,,,,,
01fffc18-bdb8-3b26-88f6-397f1a1a1116,,,,,,
01645848-38b3-4428-9122-0cea89f648e5,,,,,,
1c3b562f-0763-34bc-b42f-b4ee0fd58fca,,,,,,
df097942-7be0-42d4-9ee1-a4d79ef61ad3,,,,,,
45d6e804-7d5d-44e4-87e7-14f27cf17c4e,,,,,,
003fa7a8-50db-451a-860e-e7dc6d65ff9c,,,,,,
01165b02-d19e-40d2-a7fb-cd5d5d91a765,,,,,,
557a112d-b79c-42d7-9521-ef501bfbf8d3,,,,,,
0ea5adb4-59af-3da8-95a8-81202bbeb01c,,,,,,
7a1a8014-6865-4c22-a8ae-9a30c3d54ccb,,,,,,
01370c72-abd6-42c0-b445-1c5b3b00508d,,,,,,
19258eb8-4bcb-4797-a188-95aa0909c34a,,,,,,
107a681c-b9f9-4fc7-93ea-1c6f0d6e3284,,,,,,
219790c1-7682-3a2b-b5ef-c81eb7bd11db,,,,,,
ec3b9058-466d-44b4-a254-35769bec65f6,,,,,,
0112a3de-05ce-373d-b711-417deca5b76b,,,,,,
cf6d6d9f-dac8-4ace-a6c5-07eac3711b30,,,,,,
0bf4b1b5-1a52-4810-b054-99b94b8678fc,,,,,,
36f6c421-bc98-457b-83ac-4fea84f144ea,,,,,,
0155c807-abd5-3c38-8d67-70d22caf193b,,,,,,
5877f0b0-3b2e-426f-a889-aec3a2ca647d,,,,,,
48eb0cd4-9dcb-4be8-ac0f-15f2dd67eee8,,,,,,
0589eebc-1690-4447-9d95-ca595b9630fe,,,,,,
0120765e-2954-4d6f-80d5-630b66759d3e,95.8824996948,D,minor,0.846584022045,0.707655370235,electronic
12145a64-d330-3859-9c51-b5c85dfb7415,,,,,,
01994ced-bddd-4286-b24e-9b72033983e2,,,,,,
01c9894c-5cdd-475c-a960-2730708eebf5,,,,,,
004cc3b3-01b5-3422-bc18-827b6cef0109,,,,,,
00eff552-987b-31fc-ba81-963f3c85d367,,,,,,
b9475022-5631-4574-a5bb-24e271a922e0,,,,,,
7ed75966-9801-4185-9217-8abaf8c229c5,,,,,,
042ea4fe-fc26-3480-974a-1d05e03766c3,,,,,,
0d4d047d-62a5-4b75-9d85-7e73c2f6eef9,,,,,,
0a6f9b1a-281e-30e3-9524-93fdea4f8597,,,,,,
00ba3a66-eec4-4a08-9f0f-cae97c3ac13f,,,,,,
01ba4146-64fb-42de-b81e-5c58acd208df,,,,,,
0e3faca8-a444-36fc-918c-19a489912df2,,,,,,
03ae2707-efa3-478b-8ba3-7e9ce61966b2,,,,,,
01beafbc-3ca3-38df-8248-552d5ce50344,,,,,,
0468abb0-8ba3-4819-a1ea-a64172565ba1,,,,,,
00d0985d-278e-4a72-b959-fc184a1ce990,,,,,,
06bae984-b6ae-4924-9be7-b64efc8b2dee,,,,,,
019a0ba4-d554-3b97-8d70-095187da1d94,,,,,,
14e80db0-f058-4a35-8eb0-b7701b5222aa,,,,,,
03ec8afa-14ad-4cdf-8c36-386ea075676c,,,,,,
