mbid,bpm,key,scale,danceability,mood_happy,genre_ab
06f2a8ae-fab8-4830-8721-6bbe3a03a594,,,,,,
1881d83d-0ed1-4a64-978e-0b7d30e1ce73,,,,,,
0554dfe1-0879-45a9-ae8b-36aaf8b3e6d9,,,,,,
04a98aa8-26ef-40b1-b91d-c531e86d4495,,,,,,
82f63c0f-4a38-4ab6-8e0b-a4adf10209ce,,,,,,
03c66d06-113c-4513-ad59-73ebe8a7a656,,,,,,
12bec1a7-0029-3318-8dc4-1bd4437da0da,,,,,,
0fefca7a-e979-4882-bfee-b86079f564cf,,,,,,
3b780d3d-ac8f-4921-bf77-4c4d9ee9ac7f,120.375610352,E,major,0.423318475485,0.128880351782,electronic
1c105d02-6119-4c13-830c-1b6e1422dc0a,,,,,,
04b96110-a996-47ab-b84e-39a0918a2a38,,,,,,
0fab4f0d-0f57-4136-b9c6-42a72def2666,,,,,,
02ae1fd7-8cfe-4232-ae82-d9519effd2d5,,,,,,
31a84a49-42d8-34eb-968b-87c192dcbbc2,,,,,,
02c78c53-9238-4d40-8929-64f81a8d13b6,,,,,,
20d1271f-9890-4de5-8213-dcddaf1aadf2,,,,,,
0a920961-5ec3-3b03-aff5-ac8aef44bbbf,,,,,,
00dd7e65-d2be-444f-adab-968485677465,,,,,,
baaf7420-7826-45a7-9a5e-dc2d88685126,,,,,,
0149823b-62ee-4933-b4a3-f47323d1653d,155.497695923,G#,minor,0.34992057085,0.358941137791,electronic
14a37f0b-a2dc-3474-a29a-c774af87db36,,,,,,
0427019f-ca48-39a5-a94e-de8e53f5ae7d,,,,,,
21fb7a57-b129-3a9c-9d9a-f1fc376d9822,,,,,,
be9fbbb8-fe97-4f13-b095-99fb19ef2ced,,,,,,
0064b08f-45d3-314e-bfcc-5f641e431319,,,,,,
646d4f0b-632f-4a1f-95e3-5d8659676881,,,,,,
02c47925-5759-4d3f-9055-cb9ef45e5a01,,,,,,
4d72d095-205d-43d5-8ef0-8a4441d40741,,,,,,
00150915-0cf4-43bb-84c1-8d8797132b8f,,,,,,
21c5a2df-a920-461b-9f42-ff67516978b4,,,,,,
0185a368-8e78-47a1-a64e-9cb29c291c4d,,,,,,
12fe7132-640c-4616-8002-7c49824c42ee,,,,,,
0096ba3d-75a3-3e5b-9d90-4bf3574bb9c4,,,,,,
00906892-0e2e-3e04-8a3a-9e7dedaab4f6,,,,,,
4d5364d0-4f12-453a-bedc-f7cb741cc2be,,,,,,
0058c2cd-a5bb-34f7-bc6a-41b55412e48a,,,,,,
0b4cc3e1-d8c6-33d8-89d2-1d6528b6f133,,,,,,
1914cff3-7d8b-4b05-a7c4-4cd0dd22f97e,,,,,,
0430fd18-3ba8-49f0-8edd-4f3cf4dd287c,,,,,,
00a0e7c4-dff3-43c1-9b7e-dbdbc9b506ca,,,,,,
05db8217-27aa-4feb-8369-16d7ffcc0a8f,,,,,,
af951a99-2800-48c5-9433-ac8cb42cd506,,,,,,
00833a9a-0545-42ee-a39d-3e25df9dd4b1,,,,,,
04cf25bf-0698-4017-9513-fb68821f1469,,,,,,
0109b4ac-6ee8-3434-a9f3-2030307000ba,,,,,,
c1aa8c7e-4d27-4c07-b1eb-c61450e81feb,,,,,,
035bb116-8b3a-3963-869d-1756da62d36a,,,,,,
64b454e6-c80d-4d2a-a741-379f1d4c9876,161.553695679,F#,minor,0.999960243702,0.530516445637,electronic
019f95d6-0b51-3cbd-96cb-128393d378dd,,,,,,
2143f625-9323-4a29-8748-64cad7fd2da1,,,,,,
004ff164-ae39-4026-9537-8e4d6892056c,106.68183136,F#,minor,0.851810395718,0.0838044434786,electronic
1b781268-7dc2-418d-ab54-aad4fa2aa8a8,,,,,,
7236e478-3052-41a5-b411-b181f5b899d3,,,,,,
0171194d-1ace-30c6-be6b-e53ec2491de5,,,,,,
1407f4cf-91af-4782-b50c-7df571c77f44,,,,,,
1268c875-b6b2-44a8-a7d4-6884fb19711b,,,,,,
e336d958-6b33-4812-add5-89dac0fc0a4e,,,,,,
00ebd754-5167-346e-bc79-3a0b7e1737f9,,,,,,
30f75377-0d7a-4315-adbe-029787aecf46,,,,,,
018eb704-8f8f-4dd2-8997-cbda445393b5,,,,,,
329d7172-5688-35ed-ba76-9dc2e95ecd92,,,,,,
16a20549-3ec8-4a83-941a-0229690ca11b,,,,,,
0099a04c-9831-3abf-b942-0eda22f5c364,,,,,,
01c37057-0d7e-441f-98b4-e612749392c8,114.327812195,G,minor,0.205380886793,0.111368022859,electronic
b89cef63-c89e-4f8b-a18c-e8292d6feffd,,,,,,
0254b3f6-3e3e-4aa4-98ee-ba4e79cdf2f1,,,,,,
09f03130-4b30-46d8-a2cd-81f8ef9bb97b,172.26524353,G,minor,0.999855399132,0.775599181652,electronic
89589f5f-b994-42e0-9264-7bfdc7e9376b,,,,,,
1405e890-48c0-4f5a-abec-b1a7b4a73afd,,,,,,
01d9de16-12fc-4416-9958-cc1e9ab9d38a,,,,,,
0d0a8a58-e2f1-4e1b-a37d-04e864f3c40d,,,,,,
04858650-10db-45ce-afcb-4a52e276e9ae,,,,,,
9a9e0e8b-1136-4c26-9d36-e304945ea51d,,,,,,
0246d8f3-1d7b-3946-b2e5-8a374b33ecfa,,,,,,
1c098e56-dbb1-472c-bf8b-f33ffb5dde76,,,,,,
23a51326-3981-3728-8b83-ac6b533d7c20,,,,,,
974019bd-64ef-425a-a646-a68838dc6f31,,,,,,
3872dd6c-b59b-4298-b343-619dc62bb8b7,,,,,,
14099d91-5a21-4c03-94d9-261d3d13c22e,,,,,,
78288dce-3c60-47c8-a425-ef3337fa1faa,,,,,,
01593960-ec48-306d-9684-a8d6977fe88c,,,,,,
04ab2eb1-38a4-487c-933c-1893251b710f,,,,,,
4ed43230-448a-4890-a683-70a96389eae1,,,,,,
58fdb953-20f8-484c-8d06-2b3930ea82e7,,,,,,
9a9d098a-7513-4ce8-8bb6-f98d23c9c2b4,,,,,,
090e54b3-0534-44eb-a505-91a8c8b13f23,,,,,,
0b4ad065-0aeb-3454-97f8-ea9a735292d7,,,,,,
67e38898-9200-4f2a-bc99-3f225dedbf4a,,,,,,
095b6855-8eba-4ee1-ab57-aa26c65d5a55,104.719947815,C#,major,0.900247573853,0.5,folkcountry
5e809245-d0e0-44f5-a39d-c9012b75dac2,,,,,,
