artist,artist_playcount,artist_listeners,mbid,rank_global_artist
Cody Johnson,9069642,266208,faabeed5-3dd0-4be5-aec5-e6486e68db2f,2633
Hombres G,10318179,521552,8b1628a7-130a-4faf-96d8-2418bd9043c2,2634
Andrew Lloyd Webber,24331714,896894,980ee2d8-2ee9-407b-b48e-48360fbc7437,2635
Rocco,14988183,619026,ea25106f-3603-4b7e-8097-16e8288e5fc2,2636
PASHANIM,21567760,165136,,2637
Christopher Cross,8109740,772263,883e4ba4-8ccc-47ed-81df-df51e41792a9,2638
President,2845835,99083,5b4978bf-f8e0-4f55-90af-74173d9b1e38,2639
Monster High,4512440,356125,0bd37e5e-ff03-4167-962c-3e2b2cda826a,2640
Mico,14881859,226242,aeeb1fc9-9ad4-4168-85af-7ed6bfd88451,2641
Franz Liszt,17371364,1384850,2cd475bb-1abd-40c4-9904-6d4b691c752c,2642
Damian Marley,16832972,1184972,,2643
Oakwood,4845274,204823,b8beb57c-0fb2-444c-afdf-f6bbc1f98e53,2644
Eric Church,15358847,771976,15856215-cc51-4423-879c-9ac955ccb11a,2645
Black Alien,17147579,232978,46a7b248-112e-4e62-bc32-aeea5029f53b,2646
Girlfriends,8385626,400821,a037453c-d18a-456c-a72a-80e80dc9dd33,2647
Maribou State,14868246,642524,72034a05-bcd8-40c2-8255-3ee4ac0e7ef0,2648
meat computer,7373856,271958,0943f55d-1c10-4a52-a1ef-06e625f26674,2649
h6itam,2119044,123020,,2650
Eartheater,20878851,445027,08963034-7042-4542-b479-654e940a2988,2651
D12,18759072,1735030,9ab19acf-06d9-4c92-bd5a-8c945488d45b,2652
Ramin Djawadi,47784226,955186,f089f636-6b85-4e0e-a192-0d30ed2b44d1,2653
Los Campesinos!,43938829,891675,e1194e66-e4f0-4351-9d26-ac95df530d0c,2654
RBD,43632475,522401,5bae9c05-fabd-420f-b806-c5b8ba88bd7e,2655
Fishmans,23777425,473573,,2656
Domo Genesis,11921436,627967,0ad99596-cbec-4726-af16-138e2a9268a1,2657
Temachii,5001916,252163,16a62999-cfea-49c0-bf54-0953e6e6910f,2658
Nico & Vinz,8214496,967033,f8e8de78-2131-4e96-8829-ba3614f48a48,2659
Morat,22749772,304806,664f5669-a550-49fc-a38c-951594ddc9a4,2660
Sophia Stel,1679115,173497,e137e810-ed64-4d74-b2c8-9e24cff43dd3,2661
Michael Sembello,6995875,1021682,fcde7037-181e-437f-9417-60a38958c0fa,2662
EXID,21517806,456747,62cc95e0-86de-46e0-925a-353e330cf4e4,2663
Tia,3123301,303927,6dd393a3-63c0-431d-ae8b-c5fbd9418c76,2664
Volbeat,56201620,981242,4753fcb7-9270-493a-974d-8daca4e49125,2665
Adolescent's Orquesta,5892818,307439,,2666
Joey Cash,1228436,141010,d8e3cb61-107c-4098-ac1d-2e491494a364,2667
Bad Religion,101952395,1578967,149e6720-4e4a-41a4-afca-6d29083fc091,2668
Ken Ashcorp,8837290,280764,4135b794-b15e-492f-bf0b-6fccfc1c0b8a,2669
Judeline,8870641,207368,,2670
Obskür,3099936,336443,2c3d7081-7c6d-448a-a024-ba441252f62d,2671
REO Speedwagon,14242050,1251379,bdc70372-7e8a-4cb9-8d33-f036b3b7cdc1,2672
September,13185802,1015356,f97b55a8-7d03-4ebe-a277-a9cadc2a9f86,2673
Wasia Project,10399719,490400,145336bb-1faf-47f3-92aa-08471650edcc,2674
Rich Brian,25383515,745113,49d67664-6962-4f69-adc4-f52208c78dd2,2675
Verzache,11480929,762405,be714b34-ba7d-48cc-bbb6-a191a8f10003,2676
Diego & Victor Hugo,6515647,246249,d66a16bd-3efc-40ae-b392-12b7882ae677,2677
Lexie Liu,13844372,266999,,2678
Ritchie Valens,6810613,1017992,5222714d-21ee-4061-87f7-c749f1586790,2679
Lionel Richie,18719412,1725054,3cb25fb2-5547-4b05-adec-1a5e37830d46,2680
AZALI,10446621,221948,30cf2413-ae41-4ac0-bbbd-ba082ea6f502,2681
Kind of Like Spitting,4820697,217549,8ca6ed27-9be8-48ce-aed7-90e724d2c15a,2682
Sasha Alex Sloan,13405458,668212,98c09f94-10b5-426c-b27a-44345bb54528,2683
Ja Rule,11445053,1282353,b504f625-4ef6-4a5a-81e8-870a61e8dc9c,2684
Ren,13955471,490668,fdeeac94-2d89-4bb2-a6f3-9e72dc142b68,2685
Snot,8000740,409150,ede553ac-e7ee-443a-9d63-765e7e31e424,2686
Theodora,6598046,98274,e560c294-b11a-4076-8005-fff78e876a2c,2687
Confetti,6235580,330258,866e50dc-b6b3-4c6b-91ae-3a872765dac9,2688
HAVEN.,984703,165355,,2689
Miami XO,510538,106092,,2690
Normani,22315019,781044,04d93730-f81c-450c-8441-d5f5fcf98485,2691
Aliyah's Interlude,6034876,577585,,2692
Charly García,20120106,330965,dd999ced-1dd4-44b8-ab67-ee5ec23e52b7,2693
That Mexican OT,9223050,366954,115dc8c9-cb04-4dd6-859e-39739eb57215,2694
Meego,1285560,99197,57e66172-bb5c-49df-b85b-6f7282e61d04,2695
Tim Sanders,1138567,248401,55175408-1c99-493b-9346-b47c34397ba8,2696
Europe,21758191,1784627,ccfe7a3c-1a45-4984-a8d0-644549cefe61,2697
The Band,27883663,1376268,8c90ad8c-9150-4c51-a1eb-342232e99d06,2698
Babasonicos,10449130,183439,,2699
Lil Jon & The East Side Boyz,6183607,954293,243c6f61-d83b-4459-bebd-5899df0da111,2700
Christopher Larkin,17656746,341504,38e0beaf-c6ea-4561-808c-ba4a84b66341,2701
Kaash Paige,8680968,640458,55e5602f-64dc-4fe9-a3e5-9b22b6c3c805,2702
So Supa,2198821,175189,8de41cb8-1a54-45c5-a522-78f5bbae16de,2703
King Harvest,5516475,697136,3e6e3015-5f02-4068-a44c-728dc9fe218b,2704
Morgan Seatree,1702699,274282,c472a9d5-1796-451e-a747-033dd54a82b3,2705
skaiwater,11221006,334155,43810b53-144a-4f6a-925e-66987a10b098,2706
MadeinTYO,10737811,709583,01667dde-e5fd-4748-9986-ac623e4e9d65,2707
Amber Mark,10025576,535315,b44e2752-deb5-4f10-b8e9-6671484acb34,2708
Dan Salvato,5999748,245034,ab9bdd13-4550-4976-ab1d-e7fd39102f8d,2709
Blueface,10053336,597245,664bd251-a22c-4ab9-a4f7-25da4b14f9fc,2710
Emile Mosseri,11189153,624189,da234064-e53d-4366-a96e-f9014c204475,2711
The Struts,8151897,534814,f0be891f-6114-448a-ac55-a11bb2961f78,2712
Lil Texas,3567042,217031,dcc6aac2-482a-4de4-b88f-4a28805b0b0e,2713
Yazida,1911894,164950,,2714
Rick Astley,13962221,1607892,db92a151-1ac2-438b-bc43-b82e149ddd50,2715
overtonight throwaways,3060379,108215,,2716
Batta,3778964,225626,,2717
Shinsei Kamattechan,8894539,398588,,2718
vierre cloud,11274544,750319,2cf654e1-67dc-491c-b4fb-fbbfa7c1d0c0,2719
Wage War,16301971,324096,653f3412-63c8-4bd8-bce1-a33aaf93a837,2720
BUCK-TICK,34036006,276810,,2721
Angelo Badalamenti,18964562,804799,5894dac5-0260-4175-b36e-e34680a859d6,2722
Yasuha,1301174,272348,,2723
Asteria,11744601,321881,5262b942-19c5-4c1f-b3c5-720e0aa21609,2724
Electric Wizard,25192353,519883,da7d57e6-0619-4f0f-8d15-d0b4195c3f55,2725
Sticky Fingers,20004271,509233,8bb5df4a-0fec-4ba7-81af-73e47dbfd3e7,2726
R.L. Beats,1555729,159047,,2727
Nino Paid,7764915,152088,5efbd5c9-5cb1-4166-b121-e79d16aebad4,2728
Amy Macdonald,33322736,1295722,6aa40207-fec8-43a7-991d-b872a42def05,2729
Silver,3855924,436906,835269e7-feed-4df1-ad49-e8e16030ff8f,2730
Culture Club,12294844,1380954,81435053-e1a2-48a4-adfd-e89f310c7b38,2731
Darius Rucker,9070941,751893,3ae70f76-ea53-4cc5-906e-d47a384202a1,2732
The Cramps,21955025,1064833,96c1edac-1011-4cb8-882c-27248de35071,2733
The Voidz,19198048,547942,6a93cb2b-d33a-42fc-a41a-542e3a887ba6,2734
Trent Reznor and Atticus Ross,26768656,678239,,2735
Gotts Street Park,4763460,486188,0c91c655-444e-4ae7-a0a0-9e9cb160301c,2736
TWRP,8671631,245850,32441bf8-f9dc-4593-b436-16df00db8b88,2737
Jelly Roll,6997520,333064,4f138101-4e99-4618-bba1-4a35813f72ca,2738
Spectrum,3525218,403406,48462ccd-166d-4c0c-8022-d6744e0ca6b8,2739
Austin Farwell,10612979,718086,8137ee1a-05c4-4484-b000-c2fe3bff88fa,2740
Them & I,5720793,377064,cdcc32b2-e60a-47fe-a307-4505727dd15e,2741
AJJ,27480370,450172,5e1dbdb2-87ac-41ff-9960-4a42a872327a,2742
Turnover,30018792,510002,3a4c8052-7c20-473f-8b41-c3a081cbeb13,2743
CMAT,8585551,258902,2ac533ad-f3ec-4083-a2d4-6f30393414b3,2744
PLVTINUM,9181715,499810,833e8e0d-7018-422a-8deb-3a214e503c7b,2745
Rubii,4710323,389009,,2746
MK,6671182,581634,4545675e-4006-4271-8e82-703cae7e1748,2747
Kanaria,9498623,299337,1c9e6e0e-b05a-447d-b1ad-ded2aa6d0b6b,2748
Styx,19494701,1403653,835a6d9c-fea0-4a71-ae52-9c4da946433a,2749
Sayfalse,4740843,246962,e4c63ba1-3322-4ed2-a02e-3140df378f93,2750
CHAEYOUNG,6151101,118753,,2751
Sugababes,30975142,1591560,dfa715ac-b536-44df-af43-570d3ea3edec,2752
The Proclaimers,11652036,1245493,1303b976-b862-4f04-94fd-a8d444e06714,2753
SuperM,15956915,398516,5a35701f-9209-4742-ad44-7432d3230127,2754
Tinie Tempah,16471892,1288831,3cce3d37-d44f-46a2-b1e3-cd7247d5015c,2755
Up Dharma Down,8443520,144372,c8a64df9-b2f8-4a7b-af38-c6ad876646db,2756
Françoise Hardy,18386185,882933,d2a79d20-1304-47fd-a998-b4fe1ec78373,2757
OR3O,4542529,254778,7ac7f935-6476-4815-b821-5fb407dfca67,2758
Toro y Moi,51469477,1251123,3a6d6481-142d-423f-91d4-55bbfff318ed,2759
Loyle Carner,21760579,527706,09589937-20f0-40f8-a473-b22a0bac9ce5,2760
Ezra Collective,4876588,409136,d51acca9-a88b-4f5c-a2fe-f069de70ca1d,2761
Bailey Zimmerman,8816927,282922,20543896-ec2c-48c4-b6b2-507c6cbe9918,2762
Robert Lester Folsom,3795763,288396,851ed4f5-5754-4175-a566-77ab082f72cc,2763
Zach Templar,4682814,337349,a8b8126d-edd6-442e-aae3-1494c01d29ea,2764
Brokencyde,13524480,419350,,2765
Knock2,9177557,254527,4a5d133b-46f3-4c19-aae1-ec199787658d,2766
Frankie Ruiz,4625960,333761,98017692-63e0-485d-93c4-0306e53b3527,2767
Emotional Oranges,10614331,499775,32909c01-abae-49c1-8744-b872a24d6d38,2768
Your Arms Are My Cocoon,7498882,213928,d61394f7-3b8a-4171-8cd9-2f73a74e18b9,2769
Yoko Takahashi,6296873,501024,,2770
Unwound,24215601,436746,9434776a-bdd7-4f58-b719-b5d95b9d2a11,2771
Tego Calderón,4117517,323739,6efb297a-d135-4b1b-8c6f-097c9670e647,2772
DJ CAIO VIEIRA,2687847,252757,,2773
Blue Swede,6907662,950290,f98a61b4-394d-4e1f-a5f3-f747b9494e5a,2774
Piero Umiliani,8025550,627799,806b793c-fb2c-401e-be44-f753c0ea2f15,2775
Riley Green,7071901,211729,d8c85c0e-ad88-47a7-a1df-b70608c2f52f,2776
Howard Shore,61222734,1344697,9b58672a-e68e-4972-956e-a8985a165a1f,2777
João Gilberto,20801837,880569,286ec4c2-b5ca-4f85-b331-280a6d73dd14,2778
Muni Long,8558294,563306,66acfbaf-a28e-49c1-aeff-ef92e4358d90,2779
Patti Smith,27264039,1392207,d135874d-9cae-4fef-97e3-36acbd9f5a26,2780
Amanda Seyfried,8578712,642782,e6d9bb27-4c85-4eb4-93f7-a56d52ca956c,2781
Oscar Maydon,9422121,243239,00cf7ec3-56a7-4bd9-9f1b-1a151b0b2faf,2782
Armand van Helden,9459952,941604,b09b5127-c62e-4bb2-b790-1e4aa18749ed,2783
Kairikibear,7303042,202793,9a3e22b0-76b3-494f-8a6e-3eb509253345,2784
Kato,14269978,355517,2d7ebe1d-f889-4a6d-b976-5c38816bd141,2785
Dram,5489535,685115,,2786
Exaltasamba,12839244,421744,0b9d0a89-bb03-44ef-b6f8-ccd47f4f5962,2787
Trinidad Cardona,5004712,473031,0b0d11f2-3358-4838-b521-04de4291ac45,2788
Johannes Brahms,20867713,1586176,c70d12a2-24fe-4f83-a6e6-57d84f8efb51,2789
InterWorld,12479788,630642,,2790
80purppp,8394951,508788,34564884-083a-4b4d-93ac-dd4dca92aaaf,2791
pinocchioP,10771579,231157,,2792
Heidi Montag,8196241,753376,2827eed8-5984-43e8-ab37-bbdee667aa4d,2793
Jawsh 685,6636252,534437,b49817f8-3343-4639-9461-386fb951fa4b,2794
Bicep,13405882,613192,10e8f0df-90f9-4957-aedd-c4e0d187e3a8,2795
Bad Suns,17729611,669080,95015b4c-1aef-4e28-9d36-c9546c194f0c,2796
Cartier God,10701798,253718,,2797
Twxn,7629315,334301,,2798
Luude,6555610,437092,042f62fc-6c2e-4b8b-8114-8dab7f974631,2799
Elevation Worship,12945102,207529,f3bb45c8-dcb3-4358-ab21-645e6d0935e4,2800
Blind Melon,22427317,1479981,38c5cdab-5d6d-43d1-85b0-dac41bde186e,2801
Bryant Myers,7339091,200263,89fe777e-8d33-411d-9fe9-027f67c1e8f1,2802
duskydemise,698076,40220,,2803
Malace Mizer,3589694,134938,,2804
Tim McGraw,20860613,1185757,7e5cfc9a-e9e1-46f1-b81a-861b12049488,2805
Donny Osmond,4086546,569628,0caf9760-a755-4f14-a0ac-f669991527ab,2806
Alina Baraz,21611234,919174,7fedfdaf-4146-4996-9e2a-a7e39080c329,2807
Jodeci,6158500,580274,ed7e12c4-0c08-477c-bd64-5eaa96b9f853,2808
DANGERDOOM,18426379,998808,be0cb2f2-71c3-4e95-a584-c19248951ff4,2809
laura les,9185337,566766,,2810
Ayra Starr,6932121,348975,c4ac4b97-2eac-46f6-85ae-f916c93847e4,2811
Engenheiros Do Hawaii,29627802,441382,,2812
James Taylor,26089048,1485755,107d0c22-d051-4d98-8206-4e14de02132a,2813
Hope Sandoval & The Warm Inventions,9589348,488543,,2814
Majid Jordan,11486583,590905,abaa7001-0d80-4e58-be5d-d2d246fd9d87,2815
Mc Jacaré,4742822,280340,,2816
Run the Jewels,48672141,815359,a80c5dc5-b12e-4667-9f5a-b568961f3839,2817
dodie,25475831,726163,70c5a8f1-5c53-4e1c-a90a-461e11e799c1,2818
Teriyaki Boyz,6285381,821915,,2819
Hev Abi,10844592,84199,d564263c-c96c-4b1d-94b3-d8eaae76eb09,2820
Alien Ant Farm,21679731,1644915,8ac6cc32-8ddf-43b1-9ac4-4b04f9053176,2821
Barry Can't Swim,7858034,396959,,2822
Billy Ocean,9014036,982503,0e422e91-a42a-4b4d-8413-9baff67350f2,2823
Apocalyptica,70030795,1638783,788ad31c-bf0c-4a31-83f8-b8b130d79c76,2824
Cannelle,1307134,133161,583bda7a-bd55-478c-96c2-6c9569064aac,2825
Eric Bellinger,6630624,470158,07a8922d-680a-4637-a55e-88d7d1969a95,2826
Starfall,9597174,147903,1b49974f-82c5-4749-a87a-6a41ca49e027,2827
Los Prisioneros,10849800,335766,a1d044b9-76c9-46d7-a5a6-0f52421e1ed7,2828
Daisy Jones & The Six,12389571,318763,,2829
The Cinematic Orchestra,38650983,1785641,7c158ea8-c0aa-410e-bdc1-20bba9759577,2830
Billlie,23810205,321707,3bd894b2-ec26-4ca0-b6cf-b5e66ead1f2e,2831
Dope Lemon,9986461,523958,77c5db7c-6d5b-49c2-9ea6-82f3efcd1da2,2832
Jade LeMac,4148806,264550,badf41dd-ead5-4201-b093-6c86e90daf35,2833
León Larregui,8395430,274619,436eb956-2a52-4bdf-aa79-4d73d952b2da,2834
Ten,17237435,312608,955c56c0-6dfe-4d4b-baff-4e4eb44be562,2835
The Score,16032200,610176,52bd536a-242b-4c9f-85fc-ceff63eedde6,2836
Aly & AJ,21708129,1103850,fa4ad5f5-568e-498f-ba98-9ffc18e54ff3,2837
Julia Jacklin,17815349,600819,f95d0f4f-d344-4acd-bec8-cc512b40f629,2838
rexv2,4877710,88531,38a8be60-3543-4ab4-b344-a0764463e4f4,2839
Kaskade,22044531,1134877,29ed4a49-fb99-4a5c-8713-609cabe6f34a,2840
Em Beihold,6919353,427158,7575e3b8-ba04-4acc-a895-9cc528f86525,2841
jnhygs,10459332,408042,4fd8c505-4d58-43d4-92f5-c844ead2d9f3,2842
P.O.D.,39010184,1774150,57e79d57-b795-475e-9fa2-5dd9d5513b8c,2843
Jackson Wang,19667564,476646,993b5a29-a8f1-49d7-9ef3-e05233041454,2844
Kenny Chesney,22626731,1190152,5dca4d22-d6c8-4e70-8ca1-4543e43353c7,2845
Good Neighbours,5206093,504555,a84a3df1-a873-4be9-b6ff-4238393d46d7,2846
The Rose,24728864,464098,088e85ba-619f-4763-ad5f-246ab0614fe6,2847
UB40,18662037,1435262,7113aab7-628f-4050-ae49-dbecac110ca8,2848
Axwell /\ Ingrosso,10003738,739697,,2849
Gemini,14164617,588151,385d09fa-1866-408c-8d15-9c7324494463,2850
Tamia,7802737,790774,2de9f057-67d8-429d-b899-759be13131a9,2851
Lorna Shore,20424935,296820,e86fc1f5-d632-44b2-8aea-38f83aadffe8,2852
O Terno,14122968,344422,92bf83e0-d79e-4390-871a-8f108bb50f82,2853
Teyana Taylor,13089578,661861,c7eb03c1-f8cb-4815-afc8-46df3b253129,2854
The Maine,50414786,1006339,7bd47e67-ecd5-49d5-837f-c692df38da4e,2855
Belo,7106201,253655,6e9412c2-642b-404b-afa5-047ab0d6ce3f,2856
Dorian Electra,18777660,385551,aefba883-dfc2-45ee-bce4-1dd903b13341,2857
XTC,26206412,989156,97c86b2c-2765-46a2-aef8-76a7e24c430f,2858
Herbie Hancock,23382627,1549825,27613b78-1b9d-4ec3-9db5-fa0743465fdd,2859
Slint,18248097,666644,2869c510-2679-4a3f-bf15-e5e8b49f2f28,2860
ATLXS,4637920,333559,,2861
Bixby,9895067,146533,c0bef4b9-a859-4cc0-a59d-049616959f43,2862
Calle 13,15853257,613080,5be7d200-5499-4bba-b29b-1ac554199d23,2863
ERRA,15836477,211919,5c14e10e-735e-4108-a8a5-74d8771672da,2864
Belinda Carlisle,13302825,1215601,2925aac9-5474-4030-b8a3-4151107010b2,2865
Maria Becerra,11209752,253237,,2866
Gryffin,16638895,704892,f1348139-efb5-43c7-9204-199827efad3c,2867
Kairo Keyz,2589882,226152,deb485f6-8356-4fd6-bbd5-f72b3606d8a6,2868
Jonah Kagen,4110769,282727,357f5a24-1396-4b38-926d-c4bfeea1391b,2869
ODECORE,7808599,362961,,2870
Toni Braxton,17840698,1374047,3c8a8696-e176-4c46-a2d3-48b6b1525c7f,2871
The Daughters of Eve,5249056,678084,607aaf15-e032-4300-8844-6a61c6e98859,2872
Suicidal Tendencies,21833250,795670,e9e2a634-984f-4c10-bf7b-7970179e1ef1,2873
Andrés Calamaro,17314220,453525,5a092e7c-faa9-45d0-88c6-052205804e6c,2874
Eddie Money,6535714,792222,0e990816-cb3e-4930-a2eb-77909e42cd66,2875
pathetic240px,1211806,131805,,2876
Liam Payne,14394486,870436,93ae8651-24ee-406c-b927-eb7cd773ae38,2877
London After Midnight,11849239,431301,8688124b-dcff-4a39-9f30-4825d445014f,2878
The Vaccines,43237410,1387240,aa76ec08-45ab-4724-9411-d80b0e59ac59,2879
Instupendo,8302840,666679,9c88965e-b1e1-4091-94f3-9ab119976034,2880
Parkway Drive,69778283,883190,a436dd02-0549-4c91-b608-df451217fdeb,2881
Alemán,4978015,206108,540be8b5-41ec-4d43-a0bb-72436d5bfd78,2882
Naked Eyes,5725144,613697,d5d477bc-97c5-410c-983b-ff541580566f,2883
Carpenter Brut,22054419,496115,303abdee-ffca-4685-a582-6aaaefd81b01,2884
Big Pun,7905861,691487,609e7afd-3552-4102-9501-7611858ea320,2885
HanuMankind,5729607,463060,,2886
MAYE,6264546,436047,,2887
Michael Cera,11396907,691645,8c89b52a-89f1-48cf-9246-fac3591c932c,2888
NEFFEX,18175240,396695,,2889
Minor Threat,27690833,755630,09037f07-42bc-46ac-a1ee-37f834451fee,2890
Coi Leray,8489720,772742,e1115c6a-6705-4d17-bbf2-0efd2ef1bbb2,2891
Robin S,3196827,534872,37a0943e-9638-48fe-9a56-7192d7efbbed,2892
SunKissed Lola,5848183,247391,9f7d2b74-a4aa-4ca2-9ce1-5a4fb7682830,2893
Nakiso,3655573,111507,d83f0015-ac34-4916-8449-eb315bead6ba,2894
BANKS,50601761,1186374,faa28a33-5470-4b90-90c3-e71955d93a44,2895
The Boyz,49652980,376810,fe33ab74-eda3-40f7-9fdf-7a3232389c89,2896
Holy Fuck,9995342,567318,4342cf80-7c06-4402-a431-457e77310474,2897
Ben Howard,47833973,1309714,534dda3c-b73f-408b-8889-bd68eae84df6,2898
Huncho Jack,15536886,463552,,2899
Mechatok,2683249,175652,c7f0abfe-49c9-43a4-a0af-a1727bfdc261,2900
Donny Hathaway,10084957,1178829,3f6ae36d-ffdb-40cf-98e6-8023cb1c41c9,2901
Lady Radiator,1504950,92995,3110faa6-1297-4761-a38c-932e5e7a724a,2902
Käärijä,12879462,307540,7d863b14-ff39-49e0-9efc-956e15769457,2903
La Oreja de Van Gogh,19504639,654434,a7c38944-b3fa-4a3d-a4bd-d3b3b06f0cbf,2904
Billie Marten,14015867,695246,f5d276c8-8407-45c0-8b1c-4e43c6694fa9,2905
Stellar,10441400,470009,fbb6a63a-2033-491e-9edc-26d4e0b74103,2906
Kingo Hamada,3762440,365420,,2907
Bedroom,10674289,719084,3f23ba50-315c-4582-bfbf-f15421309d9b,2908
Deafheaven,26606521,519605,f4ccf6c5-ad41-4f8f-bb9e-6e2c6ad23302,2909
Mach-Hommy,23539460,511638,,2910
Narrow Head,10285717,380454,d2c944b5-7475-47bd-b3bf-df1b68f80a68,2911
Iyowa,6923704,113066,,2912
阿保剛,4767461,250068,c96413df-f4cb-4231-bfa0-8e70c25742ef,2913
Easykid,9583565,155951,dccbcee3-327d-4579-8eb2-f613dc7a1313,2914
Saint Avangeline,4102582,330157,63b9b3e3-4fe3-45dd-ac38-9fcc2ba47677,2915
Casey Edwards,6892052,273388,dd6aeb09-60b7-400d-b9e7-b1e5800bb84a,2916
Savage Garden,21652179,1407222,a871fd87-50f7-4032-b06d-da56779edcce,2917
Trevor Daniel,12515805,809725,6eb5cc6b-8553-4049-abf5-1ace1b6d9e59,2918
Erika de Casier,12146494,316530,071409d0-ce21-4f03-a111-aec4dbc1590d,2919
Jonatan Leandoer96,14085700,297471,,2920
overtonight,5408502,83493,,2921
Cannibal Corpse,49083654,794497,af8e4cc5-ef54-458d-a194-7b210acf638f,2922
Horse Jumper of Love,11807480,451497,53477174-604a-4405-be1d-39a521bed5c1,2923
Roxy Music,26571654,1283795,331ce348-1b08-40b9-8ed7-0763b92bd003,2924
Hermanos Gutiérrez,9561181,367015,82b922a4-410d-4b89-ac2e-c0d1f00136cd,2925
Vanessa Rangel,1669305,180013,69b0e865-cb72-4ce3-8951-a84f509779e5,2926
Beach Fossils,33151594,1134543,3df3818e-7984-4c62-bee3-81f95f8c6651,2927
Funkadelic,18914622,1041269,cf042013-3edd-46c4-9b0e-a62faac98d0b,2928
Curren$y,27296105,1385449,4ce1c576-305a-4b82-82fa-5e5359056219,2929
PLK,11405973,141485,120df9bb-6660-4e11-80b2-7ec9adaafa80,2930
Black Gryph0n,5749599,295733,d2d72e55-758f-46cd-b523-1667a4272c91,2931
LOSTBOYJAY,2318031,327863,1a003a48-bfd1-4951-8c22-9b71963271cf,2932
Pretty Sick,9443464,443452,d365ffda-2c35-4d8f-8a41-34093d3cd839,2933
Bruno & Marrone,8919478,297718,f7c823d0-c49f-40d3-84c0-edc32d045ea2,2934
Cosmo Sheldrake,11140223,434473,fda925d2-7af4-4b67-b8c1-692292c9cb18,2935
Ryuichi Sakamoto,21611048,937802,,2936
AKRIILA,9192213,105084,76352165-2b13-450d-9228-0912096fbdb5,2937
Calle 24,5871066,193186,6e3ac07f-e83c-4fab-9ad0-fc1c13d8ceae,2938
Trapt,22549513,1377602,8876c0be-ccff-4d46-aa91-7f935a3b3b6b,2939
Lund,12564483,503594,6b23f7a9-6778-40d5-bd32-e0b9e70a100a,2940
NAPA,4194132,228290,d76eeba7-d35c-4fe8-bffa-ce2885c97765,2941
Twin Tribes,7028891,323546,bf629fc0-2d07-4fa3-90dd-1e77629be935,2942
City Morgue,41964821,387825,1753c1f6-a9b4-4645-a57c-1c05ab48e29f,2943
J Hus,12957400,467963,eca85dd0-f1fb-4e83-8c47-61403f479254,2944
First Aid Kit,30610147,1075242,373faa02-74d7-4b1d-9b47-7574ad510f8d,2945
CamelPhat,7565060,594879,61314ff2-7b52-4296-a0b8-af61dc08bdd1,2946
Jordin Sparks,18587533,1411974,5508631d-697f-4839-a669-06637e5bcb90,2947
noturgf,7458702,660515,,2948
Bag Raiders,10818034,804048,6a3d87ad-dd71-4e8f-b8dd-78b61e0e7fe6,2949
Dreamgirl,4980636,455167,6e7467c7-c503-4677-b5d6-dbf77d24d8da,2950
Tennis,25921691,970419,a8982cb0-7886-4e60-9f6a-3b71baa370e6,2951
Sex Pistols,34472011,1750352,e5db18cb-4b1f-496d-a308-548b611090d3,2952
Allman Brothers Band,7909077,539873,,2953
Army of Lovers,5754880,467024,868eb0cb-c33f-4484-bc5c-48ad1147e9da,2954
White Town,5177639,718399,b9068fde-91c8-48bf-8655-8d74c24ef4c5,2955
Route 94,4205845,590463,e2d1f228-3aff-4e6d-8932-032f4036131b,2956
Pino,1770186,137457,bbaf9685-c213-422a-8feb-d78a7e91cdea,2957
The Cleaners From Venus,6478121,370619,,2958
SawanoHiroyuki[nZk],8568512,225080,cb191900-8ad8-46b9-b021-a093ee2b2f9b,2959
Spoon,69644248,2046975,84eac621-1c5a-49a1-9500-555099c6e184,2960
IAMX,40880208,789273,e4d05411-9a3d-452e-8b0e-a55b86b7cf85,2961
Regard,11594682,861240,85f11607-6ed7-4a36-af69-dcadd32ad277,2962
Surfaces,15312380,893840,ae515b61-757e-49c2-b78b-b6534b255c83,2963
Notion,3989438,299431,c0078370-c3d6-4104-9cc6-0b0ad153d52d,2964
Official HIGE DANdism,11252285,375421,,2965
Neil Frances,9278037,584454,,2966
Vieze Asbak,5542901,381027,99a996a9-57d3-49bb-a763-816ea4002127,2967
IC3PEAK,18166343,562858,89aa4821-8505-4df0-aa24-6dab82b06474,2968
ZHU,16868515,905828,eca0569c-877e-4d72-a280-90581c2adfd5,2969
New Found Glory,53575798,1455047,6acb932e-840d-47ac-8e0d-725ad8a6e52c,2970
midwxst,24548541,417467,2cc8fd8a-4c22-4905-8a8f-86f076d50497,2971
Vashti Bunyan,19786869,908975,31aa8446-3dbf-4d22-9504-0f1bd58bf785,2972
MOMOLAND,11588655,492012,854fbd52-9d01-4ce6-ac3e-8324e3ad753d,2973
Corona,5886685,854756,098acbe6-c428-4ae2-9cd0-3ba80162befb,2974
Charles Bradley,9580955,695194,dc6d2ba1-012c-47a7-ba3f-d74e76c30d53,2975
Bershy,1797020,100494,,2976
Darci,9452531,370545,601cc501-f114-4c42-86ae-6abd5d2b7d42,2977
Vangelis,35283787,1353416,57fca0e2-f9ad-4ae6-af9d-6a6f50cbcd5f,2978
dopuu,1204988,230827,,2979
Crush 40,9346363,246704,b5404b0a-2f16-4926-ac87-a7af655ec54e,2980
toe,22987209,532331,7ea8a523-b33d-4944-ad31-fad25a81d603,2981
Boyz II Men,14342012,1261362,b42eca0f-9381-43db-badb-1cba080a7dc2,2982
