artist,artist_playcount,artist_listeners,mbid,rank_global_artist
Ciça,343498,27170,,5485
Kyle Raphael,560290,42426,,5486
DJ Gu,100020,18113,7ad44e2a-42cf-4498-9e9d-6952ff0210b1,5487
fam0uz,4906034,388136,,5488
Ritt Momney,7153065,580016,5db6354e-6669-4510-ae61-66fe35340449,5489
Ralphie Choo,4593722,114423,ec80bc0a-c081-40bf-b65c-472651a40783,5490
Tarcísio Do Acordeon,4554184,171012,,5491
125 Rue Montmartre,2199811,169465,,5492
Hades66,6915050,55046,4ddeef2f-62e4-404c-95a4-6544732d09d0,5493
Michael Cera Palin,4590712,185414,0acc305d-e58b-4e76-bc17-630345c14b38,5494
milkypossum,2042111,71112,a79ec878-e728-4832-83b7-dd2d99eb731b,5495
DJ Pablo RB,1263646,114797,3ab7794b-e583-4c54-8619-06e4ba8810d9,5496
Christine and the Queens,15780929,583586,,5497
Şam,8032308,36159,df707969-7279-49fc-ac29-224ceb7a46e1,5498
RAÇA NEGRA,4958396,295853,,5499
Georges Bizet,7064240,874495,9bd20e6a-b41d-4983-a5b6-c0ff849fa235,5500
Quiet Riot,8481207,874266,5c6acb91-4b9b-4245-b92f-e817295c4ed0,5501
Oracle Sisters,2931940,291072,e2fd6f1b-db4b-4422-bc25-625c66b25a78,5502
Shenseea,3838504,285574,c99aa692-67a6-468f-9d97-b6e36c401f6b,5503
Bobby Womack,9907492,985287,48e78462-2f0b-4a1a-9fa4-0585e2991e80,5504
Stick Figure,6427041,302092,0c124600-18da-4087-be0d-d7fb6a2526c6,5505
Yung Bans,8097668,319981,280cf33e-dd0a-4dc4-9f85-e5b3f64d3d4c,5506
Sodikken,5299668,269968,d1d571de-febd-4d1c-80d8-1f16967b5a91,5507
Yussef Dayes,3722946,238137,fdbffd97-c991-433c-9137-cafee3ded97a,5508
Joe Dassin,7682912,545954,475b7312-4fcb-49a4-8bcc-cf3a679b255a,5509
Tal Bachman,3699756,622645,f8364fea-e139-4e9b-9f95-2081dc7a91b6,5510
Anuv Jain,5064950,97424,addca31a-40ae-4152-afb8-a477da5191f0,5511
BEOMGYU,5176405,86005,,5512
Phantom Siita,2948774,65076,,5513
The Tragically Hip,14012748,361166,e86ab653-bec8-46f3-b4b6-a1a866919ef6,5514
Alestorm,25853239,469553,c0252a1b-0133-46bb-8c4f-cade46349ec3,5515
Bad Company,12575811,1023165,0053dbd9-bfbc-4e38-9f08-66a27d914c38,5516
Jean Tassy,4309498,162112,febae8e2-6ca2-47f4-b430-6b266240f64a,5517
Poo Bear,2446185,297973,9fd05d1b-04e9-42e6-a9ee-2d23bfbfcd4e,5518
Hard Life,3025923,138806,,5519
Grian Chatten,1824239,101032,50d1da2e-d70d-46cc-8d65-21e524802c49,5520
Kelsey Lu,5134811,338926,b5970f40-4de3-43fc-9dad-e9b160b3db04,5521
Banshee,4553422,222382,9cdffdcc-8103-4195-ab45-cc4d8bb8cd1a,5522
Cleveland Francis,495103,88929,5d49eb0d-e9c9-416c-b146-b6d05aabbdfa,5523
the peggies,5785505,216499,d2418949-fc2f-4b6d-98f8-2188e34cca94,5524
Twin Peaks,8057149,474292,6350f812-292f-40db-85b7-c4bc641d4376,5525
The Church,9632997,642104,4fcb7864-42dd-4dcf-b269-6da0d9042956,5526
RL Grime,7575276,467172,c046b587-5e98-4631-a5c0-e5d8e18d6b13,5527
Hideki Naganuma,5774460,215539,,5528
Bryan Ferry,11364733,815450,4ef7a9e2-2cf5-483a-8616-ef7791a98026,5529
YUKIKA,12438632,278037,ee1de8c5-5eab-49f6-ac42-e79252bac668,5530
adorken,624525,59384,,5531
Cody Simpson,5326056,471582,afa02917-17ce-439d-8e8d-09980d82d7cf,5532
removeface,4003510,191044,43cb23c2-9a3e-4f19-ba75-cd2e18275855,5533
Maiara & Maraisa,9860563,260929,80c39292-7d06-4dfa-80eb-4baccdb92726,5534
Knuckle Puck,10589104,212321,68ff4824-8451-481c-b4cf-57c2c64d8c00,5535
Des Rocs,6418147,291666,af9fd1b2-e4e7-48fb-8ccc-4cfcfed5f0c1,5536
DJ Oreia,364596,50766,e9027b96-bb02-4574-8928-8e874164bc5f,5537
toopoor,2925150,311075,,5538
PEELINGFLESH,4185932,110912,,5539
All Them Witches,8330156,300638,b574bfea-2359-4e9d-93f6-71c3c9a2a4f0,5540
MC GUH SR,1387864,146481,,5541
Jeff Satur,6184408,125303,a8f983ed-78cf-4184-b908-484a794f029a,5542
Los Del Rio,2848603,660649,,5543
Kreator,39441425,661332,39822e8d-f24e-4f07-b51b-28b22e59fbdb,5544
Flyte,4017638,296138,ec6272e4-cbd7-4fa9-b9e8-fd1cf1b8373f,5545
ML Buch,4277697,217717,e0f9a19e-a929-4a9f-a5dc-82b2d305f03d,5546
Major RD,5035350,149397,05e444d5-643a-47bf-8804-82bb9e47050b,5547
SHIMZA,412978,79507,,5548
MedaSin,3585245,306683,,5549
Frankie Valli & the Four Seasons,10132218,889953,,5550
Dardan,6854714,102681,a6a38c17-ba87-428d-9a87-6ca95e87b89f,5551
Alessi Rose,5240730,134700,7bb3d914-0a4d-4e96-a00e-d9815725244b,5552
Karen Aoki,1619733,150079,,5553
Oscar Peterson Trio,6419208,623703,,5554
Shayfer James,5212862,135049,53d2ae18-de31-4fd2-b368-82e6c1cebeb2,5555
AYYBO,1719592,188534,34de8e23-7918-4ee4-b07e-5daa1f9eac91,5556
Yoshihisa Hirano,6480103,236084,,5557
Public Image Ltd.,9336354,607983,,5558
Behemoth,50338940,619891,69632f9c-31eb-43d5-a864-e73ac72efc66,5559
Everybody Loves An Outlaw,2254056,331264,,5560
Thorne,714330,39449,87da7da7-a48b-4bde-a52f-862fdc2fdf2b,5561
April,8043136,323965,534f7e75-5eeb-472f-bd3c-0f0ff32eae0d,5562
Al Stewart,5398414,484452,ab7d49fa-c383-4c41-b890-3fe68e559dc4,5563
Celia Cruz,4930654,576030,7b8e1188-9ca4-4aa5-8393-172de6fa04de,5564
Galaxie 500,15964557,665391,4de3cfed-b459-42bd-bfbb-7a843fbc73df,5565
Crim3s,6936479,373377,,5566
Yasmin Sensação,823875,81175,,5567
TX2,3755908,144110,6093443d-d1fd-4bf0-b058-63840f11c0cd,5568
The Autocollants,1752895,155387,1dd99e44-cfb4-48f7-a675-73325d5071d4,5569
Tim Hecker,34401236,674856,c7ee3bc9-780c-42c0-91e9-4cd70ad692d3,5570
Los Fabulosos Cadillacs,11568114,536261,cfe85625-10af-46c1-99fb-765ed3a4f1ad,5571
Traditional,7363794,667481,,5572
Khalil?,4112751,264859,5b7d15d6-16e9-45c8-b420-d238a18999d7,5573
Zhané,2404885,290175,51b59633-b9cc-48b8-b7db-72a06452069a,5574
M / robin scott,550456,99417,,5575
Other Nothing,5639167,534302,fd606864-40ea-4a58-afa3-356d61c1ecee,5576
Jun Togawa,3422187,233473,,5577
Marcy Mane,2450941,126748,2c3d3928-ff56-4381-9880-c30d95c63608,5578
Gaskin,886516,81416,a5e504e6-c7d3-4147-ab37-fff9ff1bda84,5579
Kay Flock,10465625,341060,0c6b2d2b-4086-45db-b135-0ebbcd1dfc49,5580
ꉈꀧ꒒꒒ꁄꍈꍈꀧ꒦ꉈ ꉣꅔꎡꅔꁕꁄ,1428846,124862,,5581
Lime Garden,1616736,161690,47d7fd0d-6598-43a0-b7b3-39bfff0d3ce4,5582
Airiel,5007339,305428,a6bf1276-9150-40fc-a94e-6b14f377fe3d,5583
Dj Tchouzen,1283216,117946,,5584
Maz B,1731863,121849,6877e1f1-21d4-42d0-b34c-4f4224780782,5585
Vancouver Sleep Clinic,6815741,494915,7f5c8106-1c9d-42f7-931b-c4dba9f47fed,5586
Fireboy DML,5678000,367959,4d09a017-4e09-47a7-b274-a7e0767ac4e0,5587
Kid Bloom,7434217,544193,9e975e9b-7538-4acd-ba91-8e5fd5df6b6e,5588
Hector & Tito,1858624,228533,,5589
Alex Gargolas,1657984,151817,,5590
Eric B. & Rakim,8562391,823436,925228de-bbe5-4c7b-b76f-78e382ec9148,5591
Lee So Ra,4537267,204621,,5592
Calum Hood,2365115,56305,6a80db73-0b3b-486c-b4e4-19e5240aeaac,5593
Hunxho,4163505,178402,59c2a349-e284-4925-9165-ec7f79ca142a,5594
Clara Nunes,5833877,320918,1fe4421e-850f-46e2-a8be-b760c57cb9c7,5595
Lunar Vacation,5699241,357856,e9243b8e-84ed-4a8f-82d1-ea084a2f0c4a,5596
English Teacher,3469838,177527,b60fd6f1-a47a-4021-b8df-83f8e8893e91,5597
Nathan Evans,4157378,381330,a373c884-6314-4188-803b-529a32ab2f0a,5598
Alabama,7429214,575678,7ac055fa-e357-4890-9098-010b8094a900,5599
Seb Lowe,2130265,62478,1b741c78-a619-4102-a12b-74330b195538,5600
Parker McCollum,4763517,143282,ba67b7da-cca7-4c3f-ba19-05349f0f7d97,5601
Louie Zong,8311616,379793,0e2c603f-fd71-4ab6-af96-92c3e936586d,5602
Orchid,16412474,298619,6cba59a1-6fa4-4d6c-acaf-451c46281d15,5603
Natanya,1219170,64511,35521d07-4346-49f6-a40e-5b04b70f871e,5604
Mike Dimes,8161260,348505,fe968b76-a483-43a6-a3f0-310e965c1e79,5605
onlywoke,942011,69334,,5606
Clarissa,8873008,253687,5f49c6d1-4057-432d-a34d-3b2d58b550d4,5607
Mulatu Astatke,8193591,496032,,5608
Danny Bond,3097315,169860,d71405d9-0624-47e7-9557-534a5a4256cb,5609
Soulfly,26979447,857502,832a43c7-aa7d-439b-a6b4-4f1afa671c24,5610
Tak,1387027,86581,3d1735b1-002f-47d1-aedb-025a01580d90,5611
leadwave,3331939,299039,77fe0d99-9fbe-4d91-82d6-b730bd3c580e,5612
Kodi Rhianne,1185077,76400,,5613
Berserk,918528,134106,894befbe-66fb-48e7-b3bd-81e144b620b0,5614
R.K.M & Ken-Y,2298922,142500,,5615
Kaya Conky,3635431,131913,548a0e1a-4771-4859-aaf7-af249e196e97,5616
Paco Amoroso,3407283,114784,d069bf52-d213-49ac-8f9c-31841405bc9d,5617
whatmore,601068,61039,,5618
Method Man,15618818,1106132,94dbfe2e-ca48-4e08-a5a8-e1e74136c63d,5619
-Prey,2593477,148073,e7c8371b-7360-468f-b155-a04ec77d158f,5620
River Whyless,2851398,302233,995dbb11-1eca-470d-8fd2-41f24911d49a,5621
Honeydip,1088625,71433,58a3b090-3948-4bab-a8d7-d9b55af57749,5622
Adie,5311587,139565,2f03b0e5-be4d-4012-b359-92ee44d74836,5623
The Band Perry,7381246,744138,28955336-2348-488a-9381-e3a7b0107343,5624
Tion Wayne,6927079,440953,016fcdc6-e7fa-4272-a28d-f54d890ac771,5625
Mr. Bungle,17827378,530949,277e21a9-2d64-452d-96c4-2d23a7af5891,5626
Far Caspian,5386166,354363,1b53a424-2bea-4210-9318-32eac0758f49,5627
Barbara Mason,1198260,206103,91cfbe94-7fc3-4bcc-9d95-767d87ac2ae5,5628
Lazza,11902153,106277,dc999240-731a-416d-bb87-816bf47b7984,5629
Arm's Length,7462021,104294,,5630
Joyce Alane,2484917,106035,25b17fd4-eadd-412a-b383-206e99f549b4,5631
Franz Gordon,4345561,503159,442da7f1-2228-4e83-a6f2-7aefcd09195d,5632
slō,2727464,265257,,5633
Dillon Francis,9328457,773883,1c294418-722f-45a3-a24d-910f9b6f1502,5634
The Twilight Sad,9837788,364163,d44d63b8-3da4-4f7d-aba1-a05ba8941b44,5635
Buddy Holly,18949255,1349084,d352f5dd-3023-4565-a7bb-52396bf8821d,5636
HALC DJ,788853,64460,,5637
Stand Atlantic,11107670,264608,2e8ca124-e38a-4dab-93dd-c9f3d415902b,5638
Alex Rose,3091519,167494,4cea5aae-7b0e-4167-a187-e97407828a57,5639
Big Star,15446273,712422,21d177ba-3d51-461e-9b3f-ad9a80b419dc,5640
Smallpools,7476935,492649,91db24e6-1c28-4761-b829-838e3c9155bc,5641
Knife Party,13179342,657937,82a8aee6-0772-4399-9238-b5903eab413f,5642
MC Luan da BS,1707251,143986,30f73a38-b7d6-44ee-a1ba-f709279349e6,5643
Letrux,7450019,120490,56ecb02b-0cbf-40a6-abb9-77152f197712,5644
Michael Clifford,3034867,75370,392cde44-e34f-434b-b33d-41ed91806ff2,5645
Hadise,3144725,131680,812a9440-b8f0-4445-b6c3-0e3da0cbbe41,5646
Conor Maynard,6410394,493892,7cc56e56-97a1-4b17-874f-e4b2ab11044b,5647
Annie Lennox,16599477,1332621,3e30aebd-0557-4cfd-8fb9-3945afa5d72b,5648
Chris Young,7830928,584930,86de027e-097d-41b1-9b97-c0a69379ff4b,5649
Brandi Carlile,18024728,890209,baf05baf-69fb-47dd-93c2-033536b8c385,5650
Dynoro,5903955,586153,b3968fd2-df5c-42b6-a5e2-d9963322d5c7,5651
Dove Ellis,1053774,77843,08c7863c-715d-475d-b726-2cc925f151e1,5652
The Symposium,7130804,303676,ef15c574-cf5f-4cc8-823f-f4a9e82833f3,5653
Adjust the Sails,1777909,99385,c7700779-1305-4766-bc56-85bee815a881,5654
Shordie Shordie,4943699,197441,53298548-3eea-4127-841c-9d1f933c6f90,5655
Curtis Harding,4893645,415906,3381882a-9e5a-44f9-b383-89759edf1dbd,5656
KATTEYES,2309920,76104,,5657
Jmilton,2817645,154530,,5658
Scene Queen,5944668,226034,d32676c8-22cf-4229-b9fc-86c164ded1d2,5659
PRYVT,5406104,119871,,5660
Nina Chuba,7442644,146254,eb4a63b5-6870-4082-b9f2-9f7a9f36b900,5661
Shiloh Dynasty,5832715,396625,858a6f6e-e531-4d99-a4b8-e15e01ee6f76,5662
Video Days,3212524,436191,57bea489-898f-4b1c-aed2-e7d6f47526c8,5663
Natalie Nunn,392692,39400,,5664
SPYAIR,7113545,217010,668d4190-f273-4470-9d1a-15d4d2d589c6,5665
22Gz,8438687,301670,b0704195-0cd1-46a0-98a1-59f45114c387,5666
Meldrop,797353,107525,,5667
Anika Noni Rose,2412370,371170,8882d694-77a8-4113-8525-f3436e21ea9f,5668
No Te Va Gustar,6570470,205939,bbd05acc-33f0-4db6-bc01-41c8b4bfe2df,5669
Eliza,2429797,215275,b797cea6-818f-4e31-8582-d29fcc350963,5670
t+pazolite,7718020,149813,d72ae77d-ca32-498d-870e-8204165b8ee4,5671
Daniel Powter,11425015,1267720,32cfbaf8-87aa-466b-9c1a-331ad9075ea2,5672
Şebnem Ferah,8425042,154872,4e6a53e1-e27e-4cf0-9f6e-b51fc0335d0a,5673
Stuck in the Sound,4549952,322771,335abb73-0134-4264-bfd7-9b110ab8d4db,5674
The Jazz June,1528395,130725,d2c1110f-827d-4664-aa75-4c4604bf1776,5675
KiLLOWEN,1876883,171001,c9f7e40b-1367-4757-9048-21b276308ad3,5676
VANO 3000,3154554,430557,8d52e2a9-b323-4e02-a3ac-5c973057121c,5677
Sonya Belousova,4464961,241150,8175065c-5edb-477e-824d-b5aab9048f95,5678
Generation X,3385918,494740,4c141ecd-23f9-4881-9a8c-27e7e7af708c,5679
SCH,15451995,108784,c65e3fcc-5c6c-4237-a23d-5bccc75e8262,5680
Zé Vaqueiro,4379600,197219,d1932f3e-e9fd-4c84-a005-78a1125e9be2,5681
Alexis y Fido,3247251,277558,,5682
Dalida,6524460,462886,1598ccda-b164-4bff-9821-f9ff5a8587a8,5683
Secret Society,338395,37793,e25af22c-315d-43e8-b835-2770f4e1f14f,5684
Bubble Tea and Cigarettes,3337353,166451,f44e5660-c4ee-4eec-b6ff-df77e24dbb1d,5685
Quando Rondo,6833448,189399,09742c4c-4e39-435a-8418-7623b0d44e46,5686
Mike Shinoda,9482897,514931,c262b6bf-be56-4b26-bceb-42d7a27342f3,5687
blue smiley,11564603,631225,89f0ad15-74a9-43e7-b436-6efc3e3ab46a,5688
Eyehategod,10936750,260668,742e54f5-debd-4fc1-a7c1-00edf9b673a5,5689
Arlene MC,597559,73384,,5690
Antent,7718053,333342,0e974673-7316-46e5-af9e-d8a9d4e99545,5691
Bakground,2452178,198557,3f75ab9e-6c83-45fa-88d5-0538a83e9b8c,5692
Chairlift,17421764,881605,a3cd61ef-7fd4-44af-a27f-99641a82b22b,5693
Afreekassia,1275350,61560,,5694
Angrybaby,1364124,135768,2eb913e8-2e2b-4344-8782-3f71d7586a58,5695
Levi Ryan,3208194,150621,b1086428-2679-437e-91cb-1895aa505575,5696
Agent Orange,7060962,409526,3214be8b-6d78-4c8e-9c93-b1e31a9bc4d6,5697
Klaus Badelt,14359077,844812,74ba575f-3420-4d62-8e48-ac473d3c4282,5698
GIRLI,6251286,326826,8acbb188-0f8a-47fc-a284-d00bee93e482,5699
Ida Corr,3542900,478443,83185ddf-b036-4255-bc1f-114f4746202a,5700
Murr,745229,115223,0127c3ed-ea1a-42e0-bd65-da32c48402df,5701
Snail's house,9218482,288342,,5702
Nala Sinephro,4064163,244550,46a4b150-be30-44b3-a337-e06a72657d33,5703
VEDO,4299463,349457,,5704
Lady Pank,11638095,228328,922ddcf6-2b69-4bc4-9b40-153cb9fad712,5705
Jesper Kyd,16096417,450623,5156bb2c-45d7-4660-8234-4d84452c93e1,5706
Ave Sangria,3025102,115145,f998d7bc-f6b1-4f5d-bcf0-57641a03b255,5707
Whitney,12474985,598836,2e3a5b97-aec7-4b11-bb56-77ad52b99b86,5708
Iceage,11446549,342552,7e01053e-e701-4e55-8a29-b8cfdcdee205,5709
Sido,16391664,385148,3caf69c1-fdd8-44bc-b0a5-8af3ad8a47cd,5710
VocaloKAT,1367289,54378,,5711
Sleater-Kinney,25598325,705355,,5712
Grupo Niche,4040487,279921,5436ce22-af50-4714-addc-afd5d2efc77f,5713
Reeve Carney,3971510,153327,aa11c4f2-4205-4f48-b9b5-ce49e14d0d89,5714
Dilsinho,8526931,270883,704fb9ee-9262-4eb9-b562-c30fed197b35,5715
Mei Ehara,3217693,218804,a4d85e6f-8998-45c8-8f55-53e54246277a,5716
Maxine Nightingale,1988557,319859,0d8da158-389d-4b58-a62e-a6b5870fc3a4,5717
Max Coveri,2980967,300606,1167fbcc-d46e-48d3-8341-555e8ca60d47,5718
Taylor Louderman,2498485,184176,f69fb3f7-5478-4d18-bafb-9cf710ac3910,5719
All Under Heaven,2695628,182277,2bc0f29e-1402-49b4-bbbb-27325369ca22,5720
Calein,2434259,120569,252b2dc1-0900-4392-b685-8dfed9b293a8,5721
rinoswrld,1496287,52003,,5722
Mohit Chauhan,3629499,141516,1dd28f27-4ab3-4a3f-8174-4ccd571a9dce,5723
Real McCoy,2966241,437354,7b0522f2-b808-4e48-82ce-fa9e32db06de,5724
Shevchenko e Elloco,2389844,171378,,5725
Shocking Blue,6776859,589287,8b399704-17f4-4001-943b-1d2b848940aa,5726
Chalino Sanchez,4203366,194811,,5727
Doris Day,9695677,1119125,3db5dfb1-1b91-4038-8268-ae04d15b6a3e,5728
Héctor Lavoe,3783207,244032,2cf18512-c129-482b-aff1-7430a1a7850b,5729
FrankJavCee,4828123,438125,21dee260-a560-4665-97c1-85c681ad583e,5730
Lupe de Lupe,10404745,108451,d82b1066-3941-45a6-a32f-962ee4037172,5731
10cm,6293294,285086,9f6686f2-7a23-4bf3-9d01-860e4ae9390f,5732
桐生一馬(黒田崇矢),3494490,166997,,5733
ERNEST,3206594,143259,5e154c14-de6d-4901-a6d3-68d6b45ec305,5734
Ebony Loren,1842666,178395,4cbcf773-1400-4bed-b12b-a0ad1717572d,5735
Channel Tres,5026070,388306,a9d53ca9-6c28-4be9-ab10-6c936a11d70b,5736
Sezen Aksu,11164037,225406,635e2a34-a566-47c4-b61d-fa5d203856aa,5737
Pomme,8514331,338524,c75b226d-d643-41dc-a2b7-00c0ff8c8e7b,5738
Standly,3075204,149771,818d73de-7310-4f6a-a419-8b84d0bc46dd,5739
The Chats,7483203,278600,aafe3816-2d68-4528-adda-d68514c940d4,5740
Mc K.K,3744539,245662,,5741
Juan Magán,2516332,225715,fe2d4768-80a4-4a00-b606-4872b6996a6a,5742
Dorothy Ashby,4411129,382634,c0b33447-18d5-4d50-93c1-a9aa7463bd48,5743
Banda el Recodo,4120096,237444,,5744
DJ JHOW BEATS,146851,34269,,5745
Cheryl,6815988,326920,2d499150-1c42-4ffb-a90c-1cc635519d33,5746
McCoy Tyner,5393732,669359,22fe7b6f-af38-458e-87bd-8971e7a2912e,5747
Mook,4224192,167963,e2c038aa-5739-45cf-a9e4-a57495eb7590,5748
Montell Jordan,3746252,727538,cc1f4763-a306-4ae7-8ba7-331872199f9e,5749
Chapéu de Palha,2128496,102441,ed124f14-499d-4d32-8328-7bd9151785c5,5750
Shigeo Sekito,852499,149697,,5751
La Quinta Estacion,3461378,254590,,5752
Binki,4821486,341822,,5753
Nate Band,581261,95143,,5754
Charlie Burg,7281185,473606,c224f812-52f6-4404-89b3-cac0e5cb02de,5755
Jaden Bojsen,1010285,172596,a29de7c6-75d6-4cad-bc8e-1e3f061c2201,5756
River Tiber,3485247,366960,f2afcf42-edf0-4670-8b31-0a4253709395,5757
Odd Mob,1993830,195277,1344f59a-37e6-4026-9f80-75de26e9b5c4,5758
Disasterpeace,10624505,486723,8a562589-9650-45f6-ab82-332625c0bf2d,5759
Gerry Mulligan Sextet,2256624,259698,be86d9c6-4228-489d-9928-91d766b83b94,5760
YG Marley,3179113,395304,3ac35781-a75c-42d7-a053-ae47e7e64314,5761
Morbid Angel,24602076,476937,4355a36d-805e-478d-8589-64f0292724b2,5762
Squid,9510581,298041,e7b630b8-1fb5-4a90-9861-70b0d390755a,5763
結束バンド,13251013,162223,c1b0fe0a-779d-43ed-b193-4370f0d0f88f,5764
Souly,7035933,67941,b8f6a4e6-9f53-4789-bbee-2c2491928090,5765
Orelsan,13899791,214799,6cad3ce5-6380-4594-a8da-ae7d273b683d,5766
Evanora Unlimited,2599967,126000,cc76256b-7571-46aa-90bc-a2e7e45db857,5767
Pale Waves,10846175,343507,323454b0-ec2b-4433-8477-2e81ddaac9ef,5768
Hareton Salvanini,2848292,274386,9e62e65c-2644-46b9-a9a9-f9c37da4c1f5,5769
Varials,3868406,189756,cdddb973-07be-404f-9577-25dffe079f13,5770
Social Distortion,23726031,863215,e1e05cce-3922-44e1-8f20-015abe5e309d,5771
Melendi,8122706,313903,86d61837-890c-4d04-aeec-30d70ad77298,5772
MoKenStef,1578648,225181,76696314-41f4-49fa-9085-cd1fea8b5557,5773
Lllyric?,802223,106731,c0567baa-0448-49bb-bab0-e7787bdc3bf8,5774
Ugovhb,4831288,184857,,5775
Baby DONT Cry,509148,31818,,5776
Alessi Brothers,2277889,274432,,5777
2003 Toyota Corolla,3027727,269835,dc59fc27-fe6b-41aa-a389-5c34ed537409,5778
Tezzus,791010,26096,1753124e-e4be-4dba-9741-5e50e4dc351f,5779
Hikaru Shirosu,3116471,257425,4444c1fb-23fa-4277-99c9-fe4dbb8cda7e,5780
Kiss Facility,1123730,91192,,5781
LPB Poody,1986113,217561,a435f72b-fcb2-4d78-b6cb-7162168cc50f,5782
MC Menor da VG,2152307,181083,cf7791d6-96a3-4d3f-baaa-ca2e541b2a8e,5783
McFly,47243314,800972,17c33120-8c80-4344-bafc-4dd18716b132,5784
Rav,12966276,238658,dd828449-9fb2-4faa-8501-d8e3de63a9ec,5785
Tkay Maidza,8491728,448784,e1811d3a-4631-4bfe-9b42-d0418524137e,5786
Utsu-P,8943396,143762,,5787
Astrid,1319510,116678,a29878a1-6e2e-46aa-80bd-043c373b225a,5788
Genevieve Stokes,4089853,355906,c7c35593-10ec-42fa-a362-42ece8d89ffc,5789
DJ NATAN 22,909536,134033,,5790
Nic D,7298023,305658,87cf18ac-ff7e-4060-8fd3-8e7df0d15af8,5791
Joshua Bassett,15852984,359328,cd3b292f-86bf-4f34-b938-da79242582d9,5792
mike.,7279395,329671,7f6f5368-fcc9-4e4a-9105-d17547364340,5793
Somewhere Special,1769274,125083,102dd41f-100b-4425-8910-8f4274fa6ffb,5794
schafter,12261544,83375,feec5a28-7ac7-4134-b9e5-c0c7a3caca2a,5795
Prince Daddy & The Hyena,10207981,215786,c837c0fa-74dd-483b-95f7-25a46f92fa88,5796
Grupo Firme,4262193,167775,f8549adf-74e1-4955-b06a-2933ede7bb04,5797
Mckayla Twiggs,260058,30762,,5798
Amr Diab,5375079,167158,,5799
Beth Gibbons,4203167,289465,5adcb9d9-5ea2-428d-af46-ef626966e106,5800
John Vincent III,5169342,345472,5062deb7-5b6d-46b1-bb11-9d38fde27b65,5801
Chivas,15335918,59050,a6c288db-9015-43fe-b5cf-7200cf4464b6,5802
Brandon Lake,2960724,97514,9031aa68-f624-44d6-ab83-9a6ccb125aa2,5803
VND,3903019,112784,d1f7152f-74b9-4ab1-8089-6bb1ff2d37b9,5804
Marlon Craft,5229752,419270,c87fb851-0e58-41ee-b5bc-fce62106f7e3,5805
Tony Bennett,18157670,1758194,8be0594f-8c13-46bb-ab06-f93ffba5c776,5806
J. Eskine,3422162,250293,f6f3b88a-9144-4d15-9113-589b9688502e,5807
The Barden Bellas,5189362,359404,8b605782-3a16-4ab9-ba28-e0c30ccbc89e,5808
The Real Tuesday Weld,3446356,212760,df33b7ec-1293-473b-b582-29d2c2514cc6,5809
Biig Piig,7025712,476174,b618a5f3-085d-4966-887f-6d264c61524a,5810
Now Always Fades,400157,82093,e073410b-6bc8-4ac3-bdb9-f67349529891,5811
luvwillow,3523691,134867,33dc492a-19cc-4f54-b934-a8960e557283,5812
Cybertrash,4710251,138542,aef9406c-86c1-4c49-9468-e41df09edae7,5813
Waterflame,3119993,182218,23e04cd0-c348-43ee-9fe7-9bedeb80a4fa,5814
Matt Champion,6296198,389883,b4d4301c-d88f-4d5e-9ccc-bf2933a0a297,5815
Thelonious Monk,19561441,1102024,8e8c7417-c905-46b1-b42a-5260b4274ed4,5816
Carl Carlton,1417506,273392,48b66d59-647d-42a9-b7a5-55abd5fca7ae,5817
Dave Blunts,3650020,185856,db5215b3-9656-40aa-be5b-dd3aed290527,5818
Calil,1260479,177576,,5819
Tommy Cash,6014822,355095,d8c5c228-0dff-4236-beae-3e2982714a72,5820
Babe Dylan,175164,37117,,5821
oaf1,7604050,226113,,5822
Gorn,1187956,67823,8af47bdd-ae83-41bc-88a4-2d9a69fc6212,5823
Lomiiel,2211629,182021,4318c500-cef6-4b98-ad4a-8e297011df4e,5824
Ashley Tisdale,21628916,974925,1fa14a96-c25c-4bb7-b94d-ff453519eab3,5825
"J-hOpE, GloRilla",17665435,21418,,5826
JOÃO BOSCO & VINÍCIUS,473486,48584,,5827
Jedis,833436,68399,214d30c6-7e6a-43fc-8aae-a01ac334e49c,5828
bxkq,866709,48638,7057154d-1ba2-4e47-a6a6-3533e40f13f0,5829
gabriawll,593433,59324,,5830
Nill,7186981,138881,02311a05-77a4-4a49-a0a5-2fff9ea5e082,5831
Camel,21830093,585188,94b7a39b-f3cc-4796-90dd-b1786a62877e,5832
Sonicreations!,1554818,78587,,5833
DJ GBR,3793173,244775,65b94f6a-53d0-4177-80a9-3514c12b9405,5834
Noizu,2767899,293946,3a21b38a-326f-464c-8a46-d01722909237,5835
Naïka,1911213,110653,14d822c5-5f0e-4415-ac14-da7f49a2280e,5836
Dystinct,2446612,119650,758fecdb-bcdf-4d2b-9903-78fbf7365bd7,5837
Brian Tyler,12463523,576785,23d89243-79c9-4afc-8db5-fce27e7ba78d,5838
Ingrid Michaelson,32866368,1469771,1fc494a1-9109-4081-a455-2d05bea9d2bf,5839
Mort Garson,9360259,400891,c47028fa-0086-426d-a7b8-ed20eba3ed61,5840
MIIA,2382685,223854,9b3726a7-af4a-4ddf-a0e8-8d15d160ca7e,5841
BBY GOYARD,10397364,233825,d8b7b4b6-219f-4214-a979-c7b4dea4182b,5842
Choker,6332068,324952,f45a4a20-a111-48c7-bcb9-f12bdf566157,5843
Manllii,111243,27059,,5844
Latency,359688,26164,4ec22486-3315-44a5-8aed-2d86c060d40d,5845
